Symbol,SumWeights
BSX,0.0308
BMY,0.41169999799999996
ABBV,1.098199997
SYK,0.059600001
XHB,0.0467
DBC,0.0458
SMH,0.044699997
XLF,0.767400014
EFA,0.21559999999999999
XLK,1.110300015
SKYY,0.0424
DBA,0.0416
KCE,0.0401
RYT,0.0394
MELI.SA,0.7009
GLOB,0.37139999999999995
CCU,0.128299997
GGAL,0.0867
YPF,0.0859
AGRO.SA,0.0833
CENCOSUD,0.126299999
ANDINA-B,0.0749
ARCO.SA,0.072299998
DESP.SA,0.06569999800000001
09618,0.1054
035420.KS,0.224299999
ROKU,0.553300001
MDB,0.1306
CSGP,0.092899999
CVNA,0.111400001
DXCM,0.146499997
APPN,0.08490000169999999
SQ,1.040499984
AZO,0.1387
RNG,0.0924
ADBE,1.3322999940000002
SHOP.TO,0.8604000045999998
ACN,0.5246999945
CRM,0.7149999920000001
CVA,0.038599998
MYRG,0.054400000000000004
WIRE,0.0321
CLH,0.0662
EME,0.0419
SPXC,0.0308
FSS,0.0306
MWA,0.0305
ROLL,0.0305
COST,0.7245000046999999
PG,1.6754000080000002
CL,0.1662999975
MCD,0.42600000090000006
MDLZ,0.28879999980000004
MMC,0.11389999999999999
SRET,0.1737
RA,0.0298
EDF,0.0297
ETB,0.0294
DIAX,0.0293
BXMX,0.085099999
DMO,0.0291
ETJ,0.029000001
IGD,0.063100001
TEI,0.028199999
MPLX,0.38650000700000003
EPD,0.714300001
ET,0.515400007
WES,0.26540000599999997
PAA,0.2705
MMP,0.329600004
PSXP,0.1978
DCP,0.403700005
SHLX,0.0526
CQP,0.0901
WMT,1.1418000115
HD,1.7219000035000003
TXN,1.0955000035000002
PM,1.129399993
INTU,0.320900006
NS,0.1028
BPMP,0.0936
BISXX,0.32979999800000004
XTSLA,1.2702999904
XYL,0.3278
AWK,0.5504
WTRG,0.207099997
ECL,0.588300005
PNR,0.252700002
AOS,0.201099997
SEV.PA,0.086900003
SVT.L,0.081000003
UU..L,0.08359999900000001
WMS,0.1078
ALXN,0.1196
WBT,0.0294
WORK,0.1504999987
MXIM,0.20750000000000002
PYPL,1.6902000030000004
SE.SI,0.6866999990000001
Z,0.045900002
TWLO,0.498700003
COIN,0.2414
PINS,0.2039000009
TDOC,0.24010000400000003
EXAS,0.1336
PACB,0.1327999995
CDNA,0.0849
VRTX,0.30119999700000005
IONS,0.05589999799999999
FATE,0.1074
TWST,0.0608000003
CRSP,0.26129999639999996
ZM,0.370799999
SPOT,0.41939998999999994
U,0.17069999800000002
KTOS,0.12059999700000001
TRMB,0.214
IRDM,0.11019999999999999
DDD,0.277099994
PATH,0.0279
TWTR,0.4464999978
GBTC,0.041300002
D05.SI,0.285499995
O39.SI,0.149699994
U11.SI,0.077999995
BBCA,0.3824
PTT-R,0.114700002
1295,0.0402
BBRI,0.246700004
Z74.SI,0.0336
1155,0.0307
SCC-R,0.0887
000333,0.077900002
603259,0.054399998000000005
002709,0.01
000799,0.0095
603486,0.0085
600089,0.0078
000009,0.0077
002340,0.0073
002074,0.0073
600460,0.0073
300285,0.0064
601233,0.0063
300750,0.6565999960000001
300760,0.172899997
600900,0.0564
COG,0.11599999999999999
MESU21,0.0272
DLR,0.698800003
AEP,0.311699997
CARR,0.28340000200000004
OTIS,0.18360000399999998
BIO,0.1153
AGNC,0.27159999949999997
DOX,0.0942
KR,0.343200001
NLOK,0.16360000000000002
AJG,0.125400002
RSG,0.22470000009999996
NVS,0.068399999
SONY,0.0575999997
RY.TO,0.45700000269999996
TOT.PA,0.045799999999999993
BHP.AX,0.8052000000000001
NVO,0.054700002000000005
FITB,0.178799998
FOXA,0.08689999649999999
NVR,0.24090001100000002
WBA,0.2766000006
VMC,0.092799999
GS,0.5728000025000001
SIVB,0.215600004
CBRE,0.063600001
AER,0.0075
RMG.L,0.061000000000000006
SBRY.L,0.0069999998
MNG.L,0.025599999399999997
ASRNL,0.0343999998
BWY.L,0.0058999998
STJ.L,0.0058
TATE.L,0.0057
MKS.L,0.0055
BEKB,0.0052
SMSN.KS,0.092099998
02318,0.5001000015
000660.KS,0.2454000003
OVV,0.121099999
XEC,0.079499996
AN,0.06149999999999999
TRGP,0.23520000200000002
AA,0.050000000200000005
SF,0.0106999998
FL,0.0230999998
R,0.0069999998
AL,0.0069
ABNB,0.20550000000000002
UBER,0.148599997
BKNG,0.225999999
LYFT,0.10809999700000002
MMYT.BO,0.0615
TRN.L,0.0428
TCOM,0.193000002
00696,0.041100003
EXPE,0.2109
TRIP,0.0395
FXFXX,1.1461000000000001
AGPXX,2.0000999988
01211,0.30870000400000003
051910.KS,0.1377
GLEN,0.170399995
MNOD,0.131400004
006400.KS,0.322799994
300014,0.0799
CBA.AX,0.3617999995000001
CSL.AX,0.2339000035
WBC.AX,0.1336
NAB.AX,0.115
ANZ.AX,0.106400002
WES.AX,0.2309000003
MQG.AX,0.067999999
CERE,0.0099
NTLA,0.3300000050000001
EDIT,0.0574999997
MGNX,0.054800001
TBIO,0.0223
CLDX,0.0064999997
NKTX,0.0062
IMAB,0.0435000003
MCRB,0.0133000006
TD.TO,0.337199996
BNS.TO,0.20590000300000003
CNR.TO,0.23889999899999997
BAM.A.TO,0.127000001
BMO.TO,0.128799997
CP.TO,0.111900005
TRP.TO,0.7677999980000001
SAP.DE,1.0709999982
ULVR.L,1.118299996
SIE.DE,0.7904000064999999
6758,0.3980999985
6861,0.3389000002
9984,0.246299999
6098,0.14330000399999998
8306,0.179200001
7974,0.225
8035,0.233900001
4063,0.1475999995
6594,0.1608999976
AMC,0.28960000420000004
DDOG,0.268999998
CZR,0.20929999829999998
CRL,0.30310000100000006
CTLT,0.074100003
POOL,0.050300000000000004
TYL,0.030999999
MRNA,0.6969999960999999
VNDA,0.0378
LGND,0.0199
HALO,0.0374
ZLAB,0.24950000000000003
PLD,1.4646999925
EQIX,1.188799996
PSA,0.8841000049999999
SPG,0.45599999399999996
WELL,0.693800003
AVB,0.5425999950000001
EQR,0.311200004
O,0.224800003
ARE,0.15329999800000002
NVAX,0.11089999980000001
BLDR,0.0088999999
GME,0.45990000600000003
CLF,0.096
TW,0.0381
FRPT,0.16690000039999997
BRKS,0.0925
BLD,0.063300003
RDFN,0.0065
RRR,0.0574
BYD,0.0561
VICI,0.157199998
CNTY,0.0506
FLL,0.088200002
WH,0.081400002
HGV,0.0469
GLPI,0.1426
HLT,0.188700003
MAR,0.21119999
SGMS,0.09999999960000001
ENT.L,0.1225
PBH.AX,0.041300002
DKNG,0.209600003
KIND SDB,0.039100002
RSI,0.0381
FLTR.L,0.11510000000000001
KAMBI,0.0368
PENN,0.09649999999999999
02331,0.1276
02020,0.197600002
LULU,0.044
NKE,0.8370999928999998
ADS.DE,0.23579999399999998
2267,0.0299
PUM.DE,0.0298
06110,0.0294
JD..L,0.028399998
TPIXX,1.2044000003000002
CROX,0.1472999986
CPRX,0.0033000002
EPAM,0.10179999919999999
EFX,0.0215999992
LMAT,0.0387
AXON,0.281500003
AVLR,0.0375
VRM,0.057700002
AMRS,0.07769999999999999
PHR,0.0287
TXG,0.129899997
ENTG,0.0992999992
TECH,0.2571
LSPD.TO,0.0468
AMGN,0.515200004
GILD,0.5543999900000001
ILMN,0.381000001
HON,0.487199996
UNP,0.466900001
NEE,1.325699996
CAT,0.17049999999999998
AMT,1.4847999819999997
ZTS,0.34360000000000007
AZRE.BO,0.03
SIFY.BO,0.018
WNS,0.0172
YTRA.BO,0.0172
TTM.BO,0.0568
RDY.BO,0.0165
AXB.BO,0.015800001
WIT.BO,0.088900001
ARCC,0.284099989
FSK,0.2541
ORCC,0.0836
MAIN,0.0941
HTGC,0.0797
PSEC,0.115699998
TSLX,0.111100002
GSBD,0.08200000299999999
GBDC,0.111900005
NMFC,0.07569999599999999
EVO,0.0905
LVS,0.0653
00027.HK,0.090699998
ALL.AX,0.0592
MGM,0.1790999985
VALE3.SA,0.9578999940000001
02269,0.649599995
MRVL,0.5563000099000001
EMDU21,0.07440000199999999
MPC,0.4792000010000001
CDNS,0.18460000099999999
IFF,0.1792
PSX,0.41640001000000004
PXD,0.45860000300000003
LSI,0.1165
LSCC,0.0594000011
NTNX,0.0348
REXR,0.054000000000000006
IIVI,0.066900001
6702,0.10350000000000001
MSTR,0.3087999994000001
IBM,0.7640999905
OSTK,0.0321
AMD,0.673099993
BRX,0.0543999999
AIV,0.0167
RVI,0.0166
AFIN,0.0705
K2LU.SI,0.0153
CUBE,0.14840000150000002
CXP,0.0147
DANHOS 13.,0.014400001
PSB,0.0143
EXR,0.293200002
TATASTEEL.,0.033299998
MAC,0.0809999988
FMBK,0.013600000000000001
MRW.L,0.0884999996
NED.JO,0.0127
DEMANT,0.012300000000000002
INVP.L,0.042
NUE,0.29320000099999993
OGVXX,0.051799998
MARA,0.1545000035
VYGR,0.10999999999999999
GLXY,0.1248
4819,0.0369
HIVE.TO,0.0358
SI,0.219099998
GMAB,0.11430000000000001
SGEN,0.13679999799999998
ISRG,0.26120000200000004
TFX,0.0201
AMED,0.08939999700000001
ALC,0.0189
STMN,0.0731
02359,0.0507
SKOR,0.2991
MBSD,0.1193
IGSB,0.0995
IGIB,0.09
TLT,1.007899995
IGLB,0.065799996
LKOR,0.0507
IEF,0.4547
IEI,0.097699995
VOW.DE,0.0156
4004,0.0179000005
SWK,0.0293000005
086520.KS,0.013300001
ALB,0.232200001
SQM,0.013099999
AMS.JO,0.036099999
357780.KS,0.0128999995
066970.KS,0.0128
LIN.L,0.9747999959999999
PTON,0.222299999
DASH,0.15009999899999998
ARES,0.0389
ESTC,0.1337
RBLX,0.241599998
FTNT,0.7039000004999999
ABBN,0.328999998
6954,0.0879
6506,0.0428
RSW.L,0.0419
TECN,0.049800002
6645,0.0388
CELH,0.21239999499999998
AVTR,0.156000004
FNV.TO,0.41389999999999993
TECK.B.TO,0.127799998
SNV,0.0947999972
PKI,0.231399999
TAEE11.SA,0.08740000099999999
AZUL.SA,0.031
GOAU4.SA,0.07350000000000001
LCAM3.SA,0.0473
OIBR.C.SA,0.025
COGN3.SA,0.0239
GOL.SA,0.0231
BRML3.SA,0.0228
BPAN4.SA,0.033
NET,0.6506000027000001
FGEN,0.0599
TTD,0.23910000380000002
OXY,0.387200001
ALNY,0.162900002
PODD,0.024
ELAN,0.051000000000000004
BMRN,0.07769999799999999
GH,0.0791
035720.KS,0.2069
6415.TW,0.0197
SNAP,0.6026000010000001
FOUR,0.0163
BILI,0.622599996
DJUN,0.0838
DAPR,0.0837
DMAR,0.0836
DMAY,0.0836
DFEB,0.083500005
DJAN,0.083500005
DOCT,0.0834
DDEC,0.0833
DAUG,0.083100006
DNOV,0.083000004
PAPR,0.0838
PMAY,0.0837
PMAR,0.0836
PJAN,0.083500005
PFEB,0.083500005
PSEP,0.0834
PDEC,0.0834
PJUN,0.0832
POCT,0.0832
PNOV,0.083100006
CRWD,0.878199989
ZS,0.478400004
PANW,0.23189999699999997
CHKP,0.1911
OKTA,0.345600003
FEYE,0.0847
CYBR,0.10369999899999999
AVST.L,0.044299997
TMO,0.7337999914000001
EBAY,0.6038000016
KLAC,0.13319999999999999
ETSY,0.202300001
QRVO,0.101600004
FVRR,0.264800002
DOCU,0.4927000013
ADYEY,0.025999999
RKT,0.030299999
PLTR,0.161299996
VIAC,0.18120000000000003
AVGO,0.989000008
SIG,0.0804000007
ANF,0.0749999988
MDP,0.07719999799999999
AMCX,0.07799999999999999
SEM,0.077999999
CCS,0.056499998999999995
GPI,0.0467999985
ABG,0.0197
SBH,0.0196
BIG,0.068599999
DAI.DE,0.513500006
VOW3.DE,0.18180000000000002
00175,0.0787
7267,0.1200999995
000270.KS,0.11029999900000001
F,0.23580000330000003
SKY,0.067600004
TMDX,0.078099999
CRTO.PA,0.17019999800000002
SMED,0.1019
SNE,0.054899998
STRL,0.0818
LXFR.L,0.08029999900000001
SMLR,0.0781
BV,0.0791
PGNY,0.06129999999999999
AKTS,0.1748
CHK,0.1035999958
BBD.B.TO,0.061899997000000005
RYCEY.L,0.056500003
MIME,0.0695
KURA,0.0383
VYNE,0.0369
PUBM,0.0321
INSG,0.031400003
LRN,0.0347
MD,0.0343000002
JW.A,0.0692
TWOU,0.056300001
MS,0.345400005
NSC,0.24149999900000002
XOM,2.571699987
WEC,0.1287999995
CMS,0.1354999975
LNT,0.18529999849999998
XEL,0.37930000399999997
KMB,0.13850000040000002
K,0.09709999999999999
BX,0.1611
DGE.L,0.30380000450000005
OR.PA,0.44529999850000007
4502,0.038900002
7741,0.013699999999999999
ZFU21,0.7258000000000001
VVR,0.2749
BGB,0.242699992
CPZ,0.08939999
IVH,0.0618
MSD,0.0466
NCZ,0.0454
GHY,0.144699996
SPE,0.0432
2412.TW,0.10070000000000001
2883.TW,0.0226
4904.TW,0.030100000000000002
MTSS,0.0188
1101.TW,0.0187
CEZ,0.094700003
2890.TW,0.018099999
2633.TW,0.0164
1102.TW,0.037500000000000006
INTUCH,0.0150999995
BAC,1.3607000094999997
DE,0.6663000045
AXP,0.3646999905
SRE,0.47060000199999996
TEL,0.264899992
TSTXX,0.0073000002
VIE.PA,0.168700002
GEBN,0.241400002
HLMA.L,0.0753
300142,0.0828
BGNE,0.231399996
300601,0.0725
000661,0.0638
300676,0.0425
01177.HK,0.108300001
300357,0.041100003
01548,0.11609999799999998
HUBS,0.280099998
NOW,0.299100001
00788,0.08130000000000001
IQ,0.07349999800000001
WB,0.0378
002624,0.0365
01024,0.110599999
300413,0.033099998
00857,0.184400006
00386,0.1511
01088,0.0925
02883,0.0698
01171,0.16450000599999998
000983,0.056700002
601699,0.0525
002353,0.0517
600256,0.0463
900948,0.0462
01093,0.11089999599999999
01801,0.081
00241,0.0375
00853,0.026099999
01833,0.126600002
06098,0.143000006
ZTO,0.078600004
00586,0.044099998
01919,0.151
00267,0.0643
02338,0.049099998
00656.HK,0.023699999
03898,0.054799998
03319,0.0191
02382,0.2514
01810,0.1819
00968,0.2804
00268,0.0828
00992,0.061399999999999996
GDS,0.16210000000000002
02018,0.034300000000000004
03888,0.0301
00285,0.0277
02899,0.1595
00914,0.074099995
03323,0.0594
600309,0.09409999699999999
01772,0.102599998
01378,0.036199998
02600,0.0322
01313,0.031600002
00358,0.0666
02689,0.028299998
YUMC,0.140800002
BEKE,0.2033
01109,0.1064
00960,0.076
01918,0.064899996
00688,0.0997
02007,0.08230000000000001
00004.HK,0.0538
02202,0.0348
00754,0.05510000130000001
00813,0.060100001
02319,0.1121
00291,0.089499995
06186,0.08080000000000001
00168,0.041100003
06969.HK,0.0984
01044,0.075499999
603288,0.0797
00322,0.03
00916,0.2849999998
02688,0.132
01193,0.133
00270,0.101699999
00384,0.130700002
00836,0.0827
00392,0.0837
00371,0.0437
02380,0.0428
01398,0.201100004
03988,0.082799995
02628,0.0736
01288,0.0272
02601,0.0252
03328,0.029499999
02328,0.0197
09939,0.053600002
02196,0.0356
03759,0.0234
06185,0.0222
00867,0.043200001
00460,0.0347999995
SPLK,0.1937
VRNS,0.2132
JNPR,0.0828999995
CM.TO,0.108600002
FTS.TO,0.0280999996
00006.HK,0.180299996
BCE.TO,0.092000001
EMA.TO,0.0637000012
SCMN,0.1306
00002.HK,0.0707999996
H.TO,0.0153
T.TO,0.0463
POW.TO,0.064199998
L.TO,0.033500001
WN.TO,0.0076
00003.HK,0.048900001
MFSU1.TO,0.0106
CM,0.0043
NESN.TO,0.0042
FTS.HK,0.0089999997
00006.TO,0.0039
EMA,0.0037
FTIXX,1.857300011
VEEV,0.215799998
NEGG,0.064299997
DIBS,0.0481
DBX,0.10829999799999998
FSLY,0.067900001
COUP,0.0395
PCTY,0.09439999900000001
PAYC,0.046900002
IDXX,0.5499000012
WST,0.09979999850000001
ANET,0.079599999
NDAQ,0.0937
ASHX,0.3796
ASHS,0.0493
SSPK,0.0838
HYFM,0.1184
WEED.TO,0.467200004
TLRY.TO,0.640600006
GWPH,0.063
VFF.TO,0.2004
DGCXX,0.1789
AFCG,0.06
GRWG,0.340200004
RIV.TO,0.136599998
REPL,0.0379
TIL,0.0377
IOVA,0.0591
RCUS,0.036
ATRA,0.0353
JKS,0.0608
NOVA,0.060399999999999995
SHLS,0.0684
SPWR,0.038599999999999995
MAXN.SI,0.045700000000000005
SEDG,0.5495999976
CSIQ,0.028399998
300059,0.044499997
002475,0.1674
300015,0.12510000000000002
002714,0.054100000999999995
300122,0.0547
002142,0.0215
300124,0.0208
000001,0.0106
VEDL.BO,0.10189999999999999
FM.TO,0.06
FCX,0.4698999945
BOL,0.054499998
KGH,0.156400002
GMEXICOB.M,0.203799997
BIIB,0.35700000230000006
LEN,0.3273
TJX,0.1303999985
HPQ,0.350100001
ULTR,0.7210999969999999
SHV,0.29280001
BIL,0.1893
FXY,0.0958
SPY,0.888000012
IVV,1.116699999
GBIL,0.0273
TME,0.096699998
RIGD.BO,0.160700002
NESTE,0.1695
096770.KS,0.08380000000000001
VLO,0.272000001
5020,0.1222
5019,0.0468
6505.TW,0.045700002
HFC,0.0666
DAL,0.2529
LUV,0.247900007
CCL,0.1289999995
RCL,0.121099996
UAL,0.1857
RYAAY.IR,0.0394
AAL,0.1311
IHG.L,0.0321
AMEH,0.0221
ANAT,0.060799999599999995
TWNK,0.013
CRVL,0.0118
COKE,0.0439000004
MGEE,0.0302000004
PRFT,0.0034999999
PBH,0.11550000480000001
AWR,0.1167
UTL,0.0238
OTTR,0.0149
IDCC,0.0143
CSGS,0.025099998999999998
AVA,0.135000002
UVV,0.09449999799999999
EBF,0.0137
DOW,0.4332000088
VMEO,0.068799997
OGN,0.0482
CNXC,0.075200001
IAA,0.0446
AIRC,0.0472
TELL,0.0166
DDS,0.050999999500000004
GNK,0.0051000002
IDT,0.019400001
VSTM,0.0032
BEAM,0.0478
CYBE,0.0031
NEXT,0.003
VWS,0.5002999969999999
SGRE.BC,0.1377
JMAT.L,0.0822
009830.KS,0.067499999
FGTXX,0.509799993
ABT,0.295900004
IP,0.420500001
UPM,0.172599999
AVY,0.09459999799999999
AMCR,0.048800003
SK3.IR,0.092499998
WY,0.255300004
MNDI.L,0.0862
PKG,0.069299999
WRK,0.089599997
STERV,0.079500001
FANG,0.29220000100000004
WFCPL,0.140200001
EVV,0.074500004
JPMPK,0.0624
COFPL,0.011
SKT,0.0407
WFCPC,0.011
DSL,0.075
TROW,0.1246000015
AVGOP,0.235500005
BACPL,0.07390000000000001
MIDD,0.049099997
MCO,0.2381
AFL,0.0575999967
TREX,0.066099997
DHR,0.649500018
SHW,0.47729999900000003
SLGN,0.0627999983
DFS,0.16649999869999998
MSI,0.2451000007
RMD,0.12639999999999998
ROK,0.062999999
CPRT,0.050700001
DHI,0.388200003
WCN.TO,0.1158
VNLA,0.0748
ETV,0.0482
PFF,0.40950000000000003
FFC,0.08499999999999999
CCI,1.058599976
PALL,0.0368
WCLD,0.0308
CWB,0.442500003
RIOT,0.1018999997
ALV.DE,0.7429999885
BAS.DE,0.4487999999999999
DPW.DE,0.3973999990000001
BAYN.DE,0.3851000025
MFS/ZU21.P,0.007900001
MC,0.0075
MMEU21.SA,0.010299999
VALE3.BO,0.0101
RIGD,0.0092
SAN.PA,0.6516000009999999
TTE.PA,0.4519000025
SU.PA,0.28070000100000003
AI.PA,0.1737
IFX.DE,0.1707
6501,0.17569999749999998
COF,0.4625000094000001
WFC,1.0224000165
GVIXX,0.032
CFG,0.09860000099999999
PNC,0.320300005
MDT,0.310999997
STWD,0.221
SLG,0.0457
PRU,0.13369999999999999
UNM,0.0773
STOR,0.10769999799999999
LEG,0.04460000060000001
FXPO.L,0.062200001000000005
EURN,0.022600000000000002
NELES,0.020699999
NXI.PA,0.019799999999999998
POST,0.0186
BB.PA,0.015700000999999998
STG,0.015
CIE.BC,0.0140999994
ENAV.MI,0.0140999994
PTM.AX,0.0134000006
YMU21,0.1041
GSK.L,0.7173999935
FMG.AX,0.39729999930000004
BATS.L,0.4489999965
9434,0.308800002
KESKOB,0.064900003
KINV B,0.0805000003
CTC.A.TO,0.0247000003
ELUX B,0.0058999998
ZAL.DE,0.048100000000000004
SGRO.L,0.1710000003
MFSU21.DE,0.0047999998
PAH3.PA,0.0047999998
PUB,0.0043
BXC,0.0119
ZUMZ,0.0113
CTRN,0.011
DFIN,0.0257
APOG,0.0228
GHL,0.0106
KFRC,0.029900000000000003
MEI,0.0272
MOV,0.0183
ICE,0.1115
CHTR,0.28700000000000003
ORLY,0.10410000300000001
GCM1,0.0227
SBER,0.35429999700000003
2317.TW,0.26580000099999995
ROSN,0.132799997
1301.TW,0.0617
532898.BO,0.066000001
MTB,0.044
SBUX,0.22940000400000005
DIS,0.8364999930000001
VGR,0.048
BGS,0.1273
KTB,0.0143
RCII,0.0702999995
CMP,0.0113
SJI,0.0969
CMC,0.0315
GEF,0.029799999
MED,0.20150000099999998
NTAP,0.1204999993
IPG,0.12099999880000001
DELL,0.09689999929999998
CINF,0.163200002
CTSH,0.0170999995
T,1.0823999985000003
MO,0.5988999955
KO,0.8075999899999999
C,0.560399996
RDSB.L,0.1849000013
DAR,0.12960000300000002
LAD,0.0131
MTZ,0.032300001
AEO,0.0192000012
OMCL,0.22320000200000006
RS,0.04479999999999999
ATH,0.1014
PHM,0.225500003
BG,0.177000002
IVZ,0.0424999998
JUP.L,0.0225
TGS,0.02
CHEMM,0.0199
ANIM.MI,0.0184
KARN,0.034600000000000006
PIA.MI,0.018099999
DRX.L,0.0167
EPR,0.08710000000000001
MONY.L,0.0154
DAPXX,2.8456000049999997
BA,0.4589
RTX,0.49040000200000006
LMT,0.3731
TDY,0.14429999799999998
LHX,0.260399999
GD,0.4082000015
NOC,0.33789999849999997
TDG,0.18509999700000002
9101,0.0631000013
8410,0.0162
2768,0.037200000999999996
6473,0.015300000000000001
5101,0.057500000999999995
9513,0.0126
7167,0.012300000299999999
4202,0.0115
5214,0.011300000000000001
8570,0.0055
USB,0.22889999900000002
MKL,0.048600003
CB,0.143900006
TCS.BO,0.4425000030000001
066570.KS,0.0206
500228.BO,0.0354
00881,0.0078
NUS,0.0825
CATY,0.016
BKE,0.051800000900000004
TRN,0.015700001
2615.TW,0.113699999
ARI.JO,0.0342
138930.KS,0.0082
AVI.JO,0.0081
TISCO-R,0.0072000003
01368,0.0404999996
2347.TW,0.0069999998
006360.KS,0.0066000004
MT.SA,0.090600001
GE,0.21089999800000003
BBVA.BC,0.0109
MTN.JO,0.095300002
HWM,0.0142
GLE.PA,0.0171
COP,0.9660000055
CVX,1.858400002
OMV,0.0584
ADM.L,0.0332
US.MI,0.0274
SLA.L,0.0083
ACS.BC,0.0327999998
HLAG.DE,0.008
MB.MI,0.0381
TEL2 B,0.0073
DNBH,0.27889998800000004
BAER,0.052399997
FERG,0.2039
NTB,0.0497
HEP,0.074600001
IRM,0.1883999985
CCOI,0.148299996
HE,0.030100000000000002
ETRN,0.14200000000000002
KNOP.L,0.0219
FRT,0.0285
WMB,0.763300005
MMM,0.353999995
BLK,0.2475
AGR,0.0842
VPL,0.2571
VWO,0.58900002
EWT,0.0347
EWJ,0.0252
INDA,0.274899997
EWA,0.0135
EWZ,0.0134000005
01113.HK,0.1091999995
REI.UN.TO,0.0216
A2A.MI,0.0443
GWO.TO,0.0209
8002,0.0209
LUNE,0.042199999
CGNX,0.14169999949999998
FICO,0.1013000011
SBNY,0.15799999920000002
XPO,0.0862000009
CPT,0.1386000007
GGG,0.1143999995
M,0.11579999999999999
SAIA,0.1621999989
GTLS,0.1276000015
NEO,0.1018
POWI,0.0938999988
RIO.AX,0.1511
REL.L,0.08860000300000001
PGHN,0.127999996
AM,0.0745
BEN,0.0371
NWL,0.0479
WSO,0.0545
FNF,0.061700000000000005
CNA,0.0097
PNW,0.094899998
NTGY.BC,0.0458
EQNR,0.2484
VOD.L,0.039099999
FORTUM,0.132499998
7751,0.017
IBDO,0.2394
IBDN,0.195500001
IBDP,0.1627
IBDQ,0.1607
IBDM,0.158400001
BSCL,0.089499995
