Symbol,Name,SumWeights,DiffEntries,DiffValue
MSFT,Microsoft Corp,12.551199967600002,0,0.7821999979999994
AAPL,Apple Inc,12.482600020500008,0,0.7288000109999988
AMZN,Amazon.com Inc,9.407399949999997,0,0.4942000129999986
JPM,JPMorgan Chase & Co,3.0516000190999986,6,0.3979000099999994
TSLA,Tesla Inc,4.4728000205999985,0,0.39119999999999955
GOOGL,Alphabet Inc A,8.664600040799993,0,0.34679999899999636
NEE,NextEra Energy Inc,1.486699996,11,0.30469999999999997
BRK.B,Berkshire Hathaway Inc Class B,2.3588999926,2,0.28919999250000084
VZ,Verizon Communications Inc,1.8377999889,10,0.2704999880000001
XOM,Exxon Mobil Corp,2.680399979,1,0.27039999199999976
JNJ,Johnson & Johnson,2.9115999894999995,3,0.25620000099999896
CSCO,Cisco Systems Inc,1.6624999720000002,6,0.24579998700000005
PG,Procter & Gamble Co,1.7585000080000004,10,0.2400000000000002
LIN.L,Linde PLC,0.9323999959999999,43,0.23859998999999998
NESN,Nestle SA,2.2342999885999997,3,0.23239999999999972
PFE,Pfizer Inc,1.1878999920000002,30,0.2316999919999999
CVX,Chevron Corp,1.887500012,8,0.22750000000000004
NPN.JO,Naspers Ltd Class N,0.868699988,53,0.22459998999999997
2330.TW,Taiwan Semiconductor Manufacturing Co Ltd,3.1047000230000004,2,0.2161000000000004
005930.KS,Samsung Electronics Co Ltd,1.9819999959999999,5,0.2160000000000002
SLB,Schlumberger Ltd,0.567599996,141,0.21590000000000004
HD,The Home Depot Inc,1.7804000035000003,9,0.21409999999999996
V,Visa Inc Class A,2.0721999941,5,0.20939999899999995
NVDA,NVIDIA Corp,4.7367999885000005,0,0.20729999899999996
ABBV,AbbVie Inc,1.134399996,23,0.20389999699999994
KO,Coca-Cola Co,0.812499989,52,0.20210000000000017
BAC,Bank of America Corp,1.5236000104999998,8,0.2009000000000003
D05.SI,DBS Group Holdings Ltd,0.482099995,164,0.1966
HAL,Halliburton Co,0.25429999999999997,1080,0.18419999999999997
FB,Facebook Inc A,5.914599967499997,1,0.18419999700000034
LLY,Eli Lilly and Co,0.8793000005,35,0.182899998
FCX,Freeport-McMoRan Inc,0.5437999915,111,0.17499999700000002
PM,Philip Morris International Inc,1.043199993,21,0.1725000000000001
ROG,Roche Holding AG,1.9201999817999997,5,0.16660000000000008
NEM,Newmont Corp,1.016900023,21,0.16620000000000001
DUK,Duke Energy Corp,0.7402999989999999,41,0.1609999999999998
PEP,PepsiCo Inc,0.8894000071999999,29,0.15810000000000002
EBS,Erste Group Bank AG.,0.181,2243,0.1571
WFC,Wells Fargo & Co,1.1545000175000002,13,0.15190000000000015
MA,Mastercard Inc A,1.1901999955000002,14,0.15099999599999991
MO,Altria Group Inc,0.5122999955,89,0.14330000000000004
OMV,Omv AG,0.18530000000000002,1575,0.14280000000000004
O39.SI,Oversea-Chinese Banking Corp Ltd,0.291399994,364,0.1417
T,AT&T Inc,0.9621000015000002,15,0.14020000300000013
MRK,Merck & Co Inc,1.031200007,15,0.13600000200000006
SO,Southern Co,0.48879999799999996,91,0.13589999999999997
ABT,Abbott Laboratories,0.431600004,107,0.1357
UNP,Union Pacific Corp,0.635700001,49,0.13349999999999995
UPS,United Parcel Service Inc Class B,0.6272000024999999,50,0.13019999999999987
ENB.TO,Enbridge Inc,1.2912999900000002,6,0.12850000000000006
NOVN,Novartis AG,1.1906999971,11,0.12680000000000002
D,Dominion Energy Inc,0.46659999999999996,95,0.12579999799999997
FDX,FedEx Corp,0.468400013,95,0.12560000999999998
SHW,Sherwin-Williams Co,0.47729999900000003,84,0.1251
LOW,Lowe's Companies Inc,0.5938000029999999,51,0.12500000299999986
CBA.AX,Commonwealth Bank of Australia,0.37069999950000004,147,0.12500000000000006
COP,ConocoPhillips,0.9982000015000001,8,0.12319999900000012
MDLZ,Mondelez International Inc Class A,0.37080000180000006,135,0.12080000200000005
KSU,Kansas City Southern,0.3218,224,0.11929999999999999
APD,Air Products & Chemicals Inc,0.3068,250,0.11870000000000003
UNH,UnitedHealth Group Inc,1.7185000009999998,2,0.11190000000000011
NSC,Norfolk Southern Corp,0.353199999,143,0.11169999999999997
C,Citigroup Inc,0.629599997,36,0.11129999999999995
MC.PA,LVMH Moet Hennessy Louis Vuitton SE,1.1581999975000004,7,0.11030000000000029
GS,Goldman Sachs Group Inc,0.6549000045000002,28,0.10800000150000022
BA,Boeing Co,0.527700002,58,0.107800002
RTX,Raytheon Technologies Corp,0.557900001,50,0.10689999900000002
GILD,Gilead Sciences Inc,0.658899986,27,0.10449999599999993
TTE.PA,TotalEnergies SE,0.4626000045,67,0.10410000200000008
NKE,Nike Inc B,0.9032999879999998,14,0.1039999949999999
MS,Morgan Stanley,0.39720000499999997,82,0.10389999999999999
U11.SI,United Overseas Bank Ltd,0.179999995,767,0.102
AMGN,Amgen Inc,0.616300004,34,0.10109999999999997
STZ,Constellation Brands Inc A,0.151999997,1123,0.1
BIIB,Biogen Inc,0.4562000023000001,63,0.09920000000000001
ECL,Ecolab Inc,0.588300005,36,0.09680000200000005
CTLT,Catalent Inc,0.168300003,784,0.0942
VER,Verbund AG,0.31920000000000004,154,0.09350000000000006
RY.TO,Royal Bank of Canada,0.5314000026999999,41,0.09249999899999989
HON,Honeywell International Inc,0.5666999979999999,40,0.09240000199999993
JCI,Johnson Controls International PLC,0.26439999999999997,236,0.0922
EXC,Exelon Corp,0.541999997,41,0.09179999800000005
WMT,Walmart Inc,1.1152000115,5,0.09109999999999996
AEP,American Electric Power Co Inc,0.359099995,89,0.089699998
SRE,Sempra Energy,0.5174000019999999,43,0.08849999999999991
SAP.DE,SAP SE,1.1248999992,3,0.08840000000000003
BHP.AX,BHP Group Ltd ADR,0.838999998,14,0.08740000000000014
SHOP.TO,Shopify Inc A,0.9452000045999998,2,0.08479999999999999
BP..L,BP PLC,0.30570000649999995,140,0.08249999999999993
DOW,Dow Inc,0.41770000879999997,54,0.0816
TMO,Thermo Fisher Scientific Inc,0.7790999914000001,13,0.0797
CSL.AX,CSL Ltd,0.2646000005,193,0.07929999999999998
ROKU,Roku Inc Class A,0.553300001,36,0.07909999950000002
AZN.L,AstraZeneca PLC ADR,0.6937999941999998,15,0.07899999999999996
BLK,BlackRock Inc,0.32629999899999995,109,0.07879999899999995
LMT,Lockheed Martin Corp,0.44560000000000005,46,0.07830000000000004
DD,DuPont de Nemours Inc,0.21560000199999996,262,0.07779999999999998
ULVR.L,Unilever PLC,1.0334999979999997,9,0.07700000000000007
RDSA.L,Royal Dutch Shell PLC Class A,0.286599996,149,0.07700000000000007
PPG,PPG Industries Inc,0.200000005,307,0.0756
SIE.DE,Siemens AG,0.8145000099999999,14,0.07540000400000002
XEL,Xcel Energy Inc,0.419000004,44,0.07519999999999999
IFF,International Flavors & Fragrances Inc,0.1792,397,0.07499999999999998
JBHT,JB Hunt Transport Services Inc,0.175899997,357,0.0686
DHR,Danaher Corp,0.684800018,11,0.0685
ATVI,Activision Blizzard Inc,0.440100002,33,0.06820000000000004
RDSB.L,Royal Dutch Shell PLC B,0.1849000013,296,0.0672
MDT,Medtronic PLC,0.37819999699999995,44,0.06719999999999998
LSTR,Landstar System Inc,0.12910000100000002,796,0.06650000000000002
TD.TO,The Toronto-Dominion Bank,0.402899996,40,0.06569999999999998
INVE B,Investor AB B,0.1932,245,0.06459999999999999
PEG,Public Service Enterprise Group Inc,0.464400008,34,0.06400000099999997
VOE,Vanguard Mid-Cap Value ETF,0.38839999000000003,42,0.06370000000000003
ATCO A,Atlas Copco AB A,0.1207,813,0.0633
FSR.JO,Firstrand Ltd,0.1255,727,0.0616
WEC,WEC Energy Group Inc,0.16020000250000002,373,0.059500002000000024
IBM,International Business Machines Corp,0.7684999905000001,5,0.05820000000000003
WBC.AX,Westpac Banking Corp,0.15600000000000003,400,0.05790000000000002
000660.KS,SK Hynix Inc,0.2454000003,135,0.05790000000000001
TT,Trane Technologies PLC,0.12340000000000001,662,0.057200000000000015
AI.PA,Air Liquide SA,0.2161,170,0.056999999999999995
FLGT,Fulgent Genetics Inc,0.15119999999999997,422,0.05670000199999997
MP,MP Materials Corp Ordinary Shares - Class A,0.137399997,544,0.056599997
ERIC B,Telefonaktiebolaget L M Ericsson Class B,0.09910000499999999,1057,0.05650000299999999
NDA SE,Nordea Bank Abp,0.11399999999999999,745,0.055499999999999994
ILMN,Illumina Inc,0.436300001,21,0.055300000000000016
HUBS,HubSpot Inc,0.280099998,95,0.053800000000000014
ALXN,Alexion Pharmaceuticals Inc,0.2394,123,0.053800000000000014
SCHW,Charles Schwab Corp,0.24520000700000003,122,0.05330000200000001
EXPD,Expeditors International of Washington Inc,0.25590000030000004,120,0.053300000000000014
MTN.JO,MTN Group Ltd,0.095300002,1027,0.053200001999999996
ALV.DE,Allianz SE,0.73209999,8,0.052999998999999964
VOLV B,Volvo AB B,0.094000003,1037,0.052899999999999996
NAB.AX,National Australia Bank Ltd,0.135400003,509,0.052800002999999984
MSI,Motorola Solutions Inc,0.2428000007,122,0.052399999700000005
EOG,EOG Resources Inc,0.7234000079999999,7,0.05199999700000002
TRP.TO,TC Energy Corp,0.793899997,5,0.051799998999999985
MLM,Martin Marietta Materials Inc,0.0887,1115,0.0514
PHM,PulteGroup Inc,0.27660000300000004,91,0.051100000000000034
SAVA,Cassava Sciences Inc,0.0826,1223,0.051100000000000007
VMC,Vulcan Materials Co,0.143299999,414,0.05050000000000002
MNST,Monster Beverage Corp,0.125800002,540,0.04999999999999999
TECH,Bio-Techne Corp,0.2993,66,0.049699999999999994
GIS,General Mills Inc,0.2132000025,140,0.04929999999999998
KDP,Keurig Dr Pepper Inc,0.080799997,1192,0.049099997
ANZ.AX,Australia and New Zealand Banking Group Ltd,0.125400004,527,0.049000002000000015
GD,General Dynamics Corp,0.4082000015,14,0.04880000299999998
AA,Alcoa Corp,0.09849999820000001,776,0.048499998
SYY,Sysco Corp,0.056099998000000005,1662,0.048499998
HSBA.L,HSBC Holdings PLC,0.24750000000000003,104,0.0479
SAN.PA,Sanofi SA,0.6113000049999998,3,0.04770000299999988
NOC,Northrop Grumman Corp,0.33789999849999997,42,0.047699999999999965
DAI.DE,Daimler AG,0.5611000060000001,16,0.04760000000000009
ELAN,Elanco Animal Health Inc,0.098399998,742,0.047399998
S68.SI,Singapore Exchange Ltd,0.054300000300000005,1645,0.0471
ZTS,Zoetis Inc Class A,0.39070000000000005,25,0.047099999999999975
7203,Toyota Motor Corp,1.1116000082,-6,0.04700000000000015
COST,Costco Wholesale Corp,0.7060000046999999,6,0.04700000000000004
KHC,The Kraft Heinz Co,0.10980000000000001,645,0.047000000000000014
RBLX,Roblox Corp Ordinary Shares - Class A,0.20339999800000003,138,0.0466
WIE,Wienerberger AG,0.0635,1488,0.0465
EA,Electronic Arts Inc,0.17529999659999998,188,0.046499999999999986
GRMN,Garmin Ltd,0.24900000500000002,97,0.0464
CERN,Cerner Corp,0.0943,797,0.046299999999999994
OR.PA,L'Oreal SA,0.4587999995,20,0.04629999999999995
ADM,Archer-Daniels Midland Co,0.616400004,6,0.0462999999999999
2454.TW,MediaTek Inc,0.19960000100000003,143,0.04610000000000003
NBR,Nabors Industries Ltd,0.074499998,1247,0.0461
ANET,Arista Networks Inc,0.125500001,471,0.045900001999999995
DGE.L,Diageo PLC,0.30380000450000005,52,0.04570000200000007
BMY,Bristol-Myers Squibb Company,0.4574,20,0.04570000200000002
RGLD,Royal Gold Inc,0.23609999999999998,104,0.04570000199999999
ORCL,Oracle Corp,0.613499999,4,0.045700001999999906
STLD,Steel Dynamics Inc,0.18360000280000002,153,0.045100003
BAS.DE,Basf SE,0.4764000029999999,15,0.045100002999999944
MCD,McDonald's Corp,0.43920000090000005,10,0.044999999999999984
TMUS,T-Mobile US Inc,0.3087999975,51,0.044899996
IMP.JO,Impala Platinum Holdings Ltd,0.149699994,283,0.044899996
GE,General Electric Co,0.272499997,77,0.04480000099999998
2317.TW,Hon Hai Precision Industry Co Ltd,0.26580000099999995,87,0.04449999699999996
PYPL,PayPal Holdings Inc,1.7101000050000001,-2,0.04440000200000016
NUE,Nucor Corp,0.33740000099999995,38,0.04420000000000002
LHX,L3Harris Technologies Inc,0.311099999,48,0.04420000000000002
ADS.DE,adidas AG,0.279899992,71,0.044099998
JAZZ,Jazz Pharmaceuticals PLC,0.134399996,378,0.043899997999999996
DTE.DE,Deutsche Telekom AG,0.41600000149999994,9,0.04379999999999995
035420.KS,NAVER Corp,0.224299999,109,0.04370000000000002
OII,Oceaneering International Inc,0.0475,1561,0.0437
BG,Bunge Ltd,0.220400002,112,0.04340000000000002
CLF,Cleveland-Cliffs Inc,0.1394,347,0.043399999999999994
TDG,TransDigm Group Inc,0.18509999700000002,139,0.043200000000000016
PRGO,Perrigo Co PLC,0.0655,1285,0.042300000000000004
TXT,Textron Inc,0.0877,806,0.0423
DPW.DE,Deutsche Post AG,0.4393999990000001,9,0.04199999999999998
Z74.SI,Singapore Telecommunications Ltd,0.0755,1047,0.0419
EVO,Evolution AB,0.131800002,362,0.041300002
WES.AX,Wesfarmers Ltd,0.2467999973,77,0.04099999699999998
RIG,Transocean Ltd,0.09709999799999999,612,0.04079999799999999
BNS.TO,Bank of Nova Scotia,0.24660000699999998,74,0.040700003999999956
LUMN,Lumen Technologies Inc Ordinary Shares,0.131499998,356,0.04059999800000001
EL,The Estee Lauder Companies Inc Class A,0.195899998,121,0.040599998
SBK.JO,Standard Bank Group Ltd,0.07970000199999999,905,0.04039999999999999
F34.SI,Wilmar International Ltd,0.07730000000000001,947,0.04030000000000001
GSK.L,GlaxoSmithKline PLC,0.641699996,4,0.0403
CFR,Compagnie Financiere Richemont SA,0.1453,257,0.03960000000000001
CHRW,C.H. Robinson Worldwide Inc,0.077999998,898,0.0394
CNR.TO,Canadian National Railway Co,0.2516,69,0.03870000000000001
AIR,Airbus SE,0.0765,905,0.0387
ABBN,ABB Ltd,0.367399996,18,0.03839999799999999
035720.KS,Kakao Corp,0.2069,108,0.03799999999999998
AXON,Axon Enterprise Inc,0.25900000300000003,73,0.03790000000000002
CL,Colgate-Palmolive Co,0.17489999750000002,133,0.03790000000000002
LEN,Lennar Corp,0.3273,33,0.03789999999999999
NVR,NVR Inc,0.24090001100000002,73,0.03770000000000001
ZURN,Zurich Insurance Group AG,0.14099999800000002,267,0.03760000000000001
RIO.L,Rio Tinto PLC,1.0133999804999998,1,0.037599999999999745
ACN,Accenture PLC Class A,0.5621999945,8,0.03749999999999998
CARR,Carrier Global Corp Ordinary Shares,0.28340000200000004,53,0.03730000000000003
BAYN.DE,Bayer AG,0.42220000450000006,7,0.037100002000000076
DHI,D.R. Horton Inc,0.388200003,10,0.03610000000000002
BNP.PA,BNP Paribas,0.127799995,325,0.03609999999999999
REGN,Regeneron Pharmaceuticals Inc,0.47339999200000005,10,0.03570000000000001
FBHS,Fortune Brands Home & Security Inc,0.038900000000000004,1258,0.0357
ALLE,Allegion PLC,0.0679,980,0.0356
UBSG,UBS Group AG,0.100799998,486,0.03509999799999999
CMC,Commercial Metals Co,0.0456,1287,0.0348
AVGO,Broadcom Inc,0.9470000079999998,-4,0.034499999999999975
SBUX,Starbucks Corp,0.23950000200000005,61,0.034400000000000014
BATS.L,British American Tobacco PLC,0.377299998,13,0.034399999999999986
BMO.TO,Bank of Montreal,0.162999997,152,0.03420000000000001
CAT,Caterpillar Inc,0.232799998,66,0.03390000000000001
BAM.A.TO,Brookfield Asset Management Inc Class A,0.160800003,153,0.033800001999999996
051910.KS,LG Chem Ltd,0.1377,233,0.03370000000000001
CPI.JO,Capitec Bank Holdings Ltd,0.066999997,939,0.03370000000000001
006400.KS,Samsung SDI Co Ltd,0.322799994,29,0.03359999999999996
KER.PA,Kering SA,0.091199998,507,0.0335
LONN,Lonza Group Ltd,0.095399998,494,0.0332
MYRG,MYR Group Inc,0.087499998,535,0.03309999799999999
SU.PA,Schneider Electric SE,0.29880000100000004,26,0.032999999999999974
MQG.AX,Macquarie Group Ltd,0.080699997,612,0.03289999799999999
CAR,Avis Budget Group Inc,0.0691,868,0.032799999999999996
FGEN,FibroGen Inc,0.0925,494,0.0326
IFX.DE,Infineon Technologies AG,0.20329999999999998,86,0.03259999999999999
MMM,3M Co,0.413999995,-2,0.03249999999999997
MRVL,Marvell Technology Inc,0.4450000089,8,0.032200000399999984
SAFM,Sanderson Farms Inc,0.0342,1078,0.0313
TGT,Target Corp,0.8894000013000002,-4,0.031200000000000006
6758,Sony Group Corp,0.4149999995000001,-3,0.031100000000000128
APPS,Digital Turbine Inc,0.18109999999999998,95,0.03109999999999999
SOL.JO,Sasol Ltd,0.059200001,972,0.030400000000000003
BAND,Bandwidth Inc Class A,0.061999999,883,0.030199998999999998
CPE,Callon Petroleum Co,0.15139999999999998,157,0.030099999999999988
ADBE,Adobe Inc,1.3565999930000003,0,0.029699998999999977
005380.KS,Hyundai Motor Co,0.0848,478,0.0296
WOW.AX,Woolworths Group Ltd,0.0592,932,0.029500000000000002
SIKA,Sika AG,0.0929,431,0.0295
DG.PA,Vinci SA,0.1396,180,0.0291
SM,SM Energy Co,0.324800003,19,0.029000000999999997
RIO.AX,Rio Tinto Ltd,0.11639999999999999,289,0.02869999999999999
AMD,Advanced Micro Devices Inc,0.698999992,0,0.02819999900000003
OXY,Occidental Petroleum Corp,0.4154,-7,0.028199998999999976
GFI.JO,Gold Fields Ltd,0.125099997,227,0.02789999999999998
FSLR,First Solar Inc,0.277900001,32,0.02779999999999999
SPWR,SunPower Corp,0.0662,724,0.0276
FANG,Diamondback Energy Inc,0.30910000100000007,27,0.027500000000000024
XLNX,Xilinx Inc,0.21990000000000004,66,0.027499999999999997
CLR,Continental Resources Inc,0.1023999995,367,0.027400000000000008
GIVN,Givaudan SA,0.06820000000000001,682,0.027400000000000008
SWKS,Skyworks Solutions Inc,0.24709999900000001,43,0.02729999999999999
AR,Antero Resources Corp,0.1260999995,220,0.027199999999999988
SLAB,Silicon Laboratories Inc,0.12699999820000002,209,0.02700000000000001
SYNA,Synaptics Inc,0.0963,360,0.026800001000000004
CP.TO,Canadian Pacific Railway Ltd,0.138300007,159,0.026400002000000006
CM.TO,Canadian Imperial Bank of Commerce,0.13490000400000002,167,0.026300002000000017
AXP,American Express Co,0.3908999885,2,0.026199998000000002
XEC,Cimarex Energy Co,0.105399995,322,0.025899998999999993
MRO,Marathon Oil Corp,0.258600004,39,0.02589999899999998
VRTV,Veritiv Corp,0.0731,506,0.025599999999999998
6861,Keyence Corp,0.36380000020000003,6,0.024900000000000033
VSTO,Vista Outdoor Inc,0.0773000008,412,0.02460000100000001
BKNG,Booking Holdings Inc,0.232799999,31,0.023499999999999993
005490.KS,POSCO,0.0811000005,360,0.0233
2603.TW,Evergreen Marine Corp (Taiwan) Ltd,0.182799997,60,0.02310000000000001
CNQ.TO,Canadian Natural Resources Ltd,0.0965,313,0.023099999999999996
CHX,ChampionX Corp,0.09130000299999999,309,0.022800002999999985
GM,General Motors Co,0.38769999949999995,-6,0.022799999999999987
9984,SoftBank Group Corp,0.268499999,29,0.022199999999999998
068270.KS,Celltrion Inc,0.094299998,297,0.022099999999999995
2303.TW,United Microelectronics Corp,0.086099998,327,0.022000000000000006
TJX,TJX Companies Inc,0.136499999,124,0.021199999999999997
000270.KS,Kia Corp,0.11029999900000001,218,0.021199999999999997
PTEN,Patterson-UTI Energy Inc,0.12050000520000001,170,0.021000005000000016
2308.TW,Delta Electronics Inc,0.064399999,496,0.020399999000000002
RILY,B. Riley Financial Inc,0.032100000000000004,731,0.019500000000000003
COIN,Coinbase Global Inc Ordinary Shares - Class A,0.26059999899999997,23,0.019199998999999968
01299.HK,AIA Group Ltd,0.7125000028999999,-2,0.019100000000000006
LPRO,Open Lending Corp Class A,0.0526,657,0.0191
BCEI,Bonanza Creek Energy Inc Ordinary Shares,0.035,694,0.019000000000000003
MSCI,MSCI Inc,0.135699998,101,0.018799999999999983
NNN,National Retail Properties Inc,0.0985,231,0.018600000000000005
MORN,Morningstar Inc,0.0274,638,0.018500000000000003
CELH,Celsius Holdings Inc,0.21239999499999998,43,0.01849999999999999
BIG,Big Lots Inc,0.068599999,353,0.018299999999999997
APO,Apollo Global Management Inc Class A,0.1458,86,0.01820000000000002
ARES,Ares Management Corp Class A,0.0571,548,0.0182
JEF,Jefferies Financial Group Inc,0.114899998,163,0.018099999000000006
HIBB,Hibbett Inc,0.0457,672,0.018
CYH,Community Health Systems Inc,0.0496,634,0.0179
ICE,Intercontinental Exchange Inc,0.1293,103,0.017799999999999996
IDXX,IDEXX Laboratories Inc,0.5499000012,-1,0.01779999879999994
FRT,Federal Realty Investment Trust,0.046200000000000005,662,0.017700000000000004
2881.TW,Fubon Financial Holdings Co Ltd,0.0579,504,0.017400000000000006
2002.TW,China Steel Corp,0.059999998,446,0.017100000000000004
O,Realty Income Corp,0.24180000299999999,16,0.016999999999999987
6098,Recruit Holdings Co Ltd,0.16020000499999998,45,0.016900000999999998
UFS,Domtar Corp,0.12689999999999999,92,0.01679999999999998
8306,Mitsubishi UFJ Financial Group Inc,0.195900001,36,0.016699999999999993
7974,Nintendo Co Ltd,0.24150000000000002,14,0.016500000000000015
ORI,Old Republic International Corp,0.158,43,0.016499999999999987
8035,Tokyo Electron Ltd,0.21900000099999997,27,0.016399999999999998
HP,Helmerich & Payne Inc,0.1663,42,0.016199999999999992
AAN,The Aarons Co Inc Ordinary Shares,0.0178,497,0.0161
CONN,Conn's Inc,0.033100000000000004,593,0.015900000000000004
2882.TW,Cathay Financial Holding Co Ltd,0.0437,570,0.015400000000000004
1303.TW,Nan Ya Plastics Corp,0.035500000000000004,575,0.015400000000000004
4063,Shin-Etsu Chemical Co Ltd,0.16259999949999998,42,0.014999999999999986
CMG,Chipotle Mexican Grill Inc,0.2476999943,8,0.014500000000000013
GNW,Genworth Financial Inc,0.021899999,487,0.014199999
GPRE,Green Plains Inc,0.0365999995,508,0.013999999500000002
6501,Hitachi Ltd,0.18969999699999998,26,0.013999999499999999
00006.HK,Power Assets Holdings Ltd,0.180299996,27,0.012999998999999984
NOVO B,Novo Nordisk A/S B,0.9129999970000001,-7,0.012799999999999923
MT.SA,ArcelorMittal SA ADR,0.090600001,157,0.012200001000000002
CNSL,Consolidated Communications Holdings Inc,0.0273999995,418,0.011799999500000002
TWTR,Twitter Inc,0.44419999779999997,-12,0.011599999799999983
00992,Lenovo Group Ltd,0.061399999999999996,218,0.0114
SJI,South Jersey Industries Inc,0.108,102,0.011099999999999999
DOCU,DocuSign Inc,0.4626000013,-9,0.010999998800000022
BBVA.BC,Banco Bilbao Vizcaya Argentaria SA,0.059799997,228,0.0109
MTCH,Match Group Inc,0.067099999,180,0.010599999999999998
PINS,Pinterest Inc,0.17980000089999998,17,0.01050000000000001
VEEV,Veeva Systems Inc Class A,0.215799998,13,0.01040000000000002
PLTR,Palantir Technologies Inc Ordinary Shares - Class A,0.161299996,23,0.010399999999999993
DE,Deere & Co,0.7017000045,-4,0.010299999999999976
INTC,Intel Corp,1.3424999954999999,-2,0.010299999999999754
SPG,Simon Property Group Inc,0.403999997,-17,0.010299999000000004
LULU,Lululemon Athletica Inc,0.044,359,0.010099999999999998
DXCM,DexCom Inc,0.146499997,31,0.010000000000000009
ADM.L,Admiral Group PLC,0.0332,352,0.009899999999999999
US.MI,UnipolSai SPA Az nom post raggruppamento,0.0274,346,0.0098
GLE.PA,Societe Generale SA,0.0171,312,0.0098
HWM,Howmet Aerospace Inc,0.0142,309,0.0098
ACS.BC,ACS Actividades de Construccion y Servicios SA,0.0327999998,290,0.0081
MB.MI,Mediobanca SpA,0.0381,276,0.007900001
MED,Medifast Inc,0.191600001,4,0.007500000000000007
SSTK,Shutterstock Inc,0.0208,223,0.0063999999999999994
INFO,IHS Markit Ltd,0.019999998800000002,204,0.0058999998000000015
PRU,Prudential Financial Inc,0.11529999999999999,16,0.005699999999999997
EHTH,eHealth Inc,0.0426,182,0.005699999999999997
MPC,Marathon Petroleum Corp,0.43630000100000005,-18,0.005599999999999938
PSX,Phillips 66,0.373000005,-19,0.005299999999999971
AFL,Aflac Inc,0.0575999967,92,0.005099999700000003
CPK,Chesapeake Utilities Corp,0.1477000027,-1,0.005099999699999996
AWR,American States Water Co,0.1217,-3,0.0050000000000000044
IQV,IQVIA Holdings Inc,0.0857999995,44,0.004100000000000006
A,Agilent Technologies Inc,0.42740000450000004,-19,0.0040000000000000036
TROW,T. Rowe Price Group Inc,0.1246000015,-8,0.0040000000000000036
IVV,iShares Core S&P 500 ETF,7.236699989000001,0,0.0
AGPXX,Invesco Shrt-Trm Inv Gov&Agcy Instl,5.7389999889700025,-1,0.0
QQQ,"Invesco QQQ Trust, Series 1",5.2748999649999995,0,0.0
00700,Tencent Holdings Ltd,3.929799992299999,0,0.0
VOO,Vanguard S&P 500 ETF,2.9534998999999997,-2,0.0
SPY,SPDR S&P 500,2.8348000120000005,-2,0.0
TFDXX,BlackRock Liquidity FedFund Instl,2.7854998,-2,0.0
TLT,iShares 20+ Year Treasury Bond ,2.7151999650000005,-2,0.0
BABA,Alibaba Group Holding Ltd ADR,2.4665999732999997,-1,0.0
XLK,SPDR Select Sector Fund - Techn,2.2588000349999997,-1,0.0
09988,Alibaba Group Holding Ltd Ordinary Shares,2.1250000035,-2,0.0
DGCXX,Dreyfus Government Cash Mgmt Instl,2.04299999997,-2,0.0
VCSH,Vanguard Short-Term Corporate B,1.9152000329999999,-3,0.0
03690,Meituan,1.9074000149999994,-3,0.0
EAGG,iShares ESG Aware U.S. Aggregat,1.8881000000000001,-3,0.0
HYG,iShares iBoxx $ High Yield Corp,1.8449000140000003,-3,0.0
UBM21,Ultra US Treasury Bond Future June 21,1.8161999999999998,-4,0.0
JNK,SPDR Bloomberg Barclays High Yi,1.744200019,-4,0.0
FXFXX,First American Treasury Obligs X,1.7411999602000001,-4,0.0
SCHO,Schwab Short-Term U.S. Treasury,1.6952999999999998,-6,0.0
LQD,iShares iBoxx $ Investment Grad,1.6738000039999998,-6,0.0
ZNU21,10 Year Treasury Note Future Sept 21,1.6695999810000002,-6,0.0
SSPY,Syntax Stratified LargeCap ETF,1.61910003,-5,0.0
AGG,iShares Core U.S. Aggregate Bon,1.5763998819999998,-4,0.0
IJR,iShares Core S&P Small-Cap ETF,1.5623,-2,0.0
GDX.AX,VanEck Vectors Gold Miners ETF,1.4606,-3,0.0
HYLB,Xtrackers USD High Yield Corpor,1.4188,-3,0.0
ESU21,E-mini S&P 500 Future Sept 21,1.41739997,-3,0.0
AMT,American Tower Corp,1.4023999879999998,-2,0.0
PLD,Prologis Inc,1.3869999924999998,-2,0.0
XLF,SPDR Select Sector Fund - Finan,1.3422000240000003,-4,0.0
TPIXX,State Street Instl Trs Pls MMkt Premier,1.2798000002999999,-2,0.0
INFY.BO,Infosys Ltd,1.2355999931000003,-2,0.0
IJH,iShares Core S&P Mid-Cap ETF,1.1837000199999999,-5,0.0
NIO,NIO Inc ADR,1.176400007,-4,0.0
XLY,SPDR Select Sector Fund - Consu,1.173500016,-4,0.0
ESGU,iShares ESG Aware MSCI USA ETF,1.16560001,-4,0.0
IEF,iShares 7-10 Year Treasury Bond,1.13949999999,-5,0.0
JD,JD.com Inc ADR,1.1367000025,-5,0.0
VTI,Vanguard Total Stock Market ETF,1.128499997,-6,0.0
WBSN21,WTI Crude Future June 21,1.1221999999999999,-7,0.0
EQIX,Equinix Inc,1.103899996,-9,0.0
BISXX,BlackRock Cash Funds Instl SL Agency,1.085900003,-9,0.0
TXN,Texas Instruments Inc,1.0584000015000001,-7,0.0
QCOM,Qualcomm Inc,1.0293999989999998,-7,0.0
VTWO,Vanguard Russell 2000 ETF,1.0275,-7,0.0
IWD,iShares Russell 1000 Value ETF,1.025099952,-7,0.0
