Symbol,Name,SumWeights
ORCL,Oracle Corp,0.613499999
BOTZ,Global X Robotics & Artificial ,0.61130003
SAN.PA,Sanofi SA,0.6113000049999998
EBAY,eBay Inc,0.6038000016
HDFC.BO,Housing Development Finance Corp Ltd,0.6005999995
ZTU21,2 Year Treasury Note Future Sept 21,0.5991000099999999
FXI,iShares China Large-Cap ETF,0.59790003
INDA,Ishares MSCI India ETF,0.595899977
LOW,Lowe's Companies Inc,0.5938000029999999
PDBC,Invesco Optimum Yield Diversifi,0.5932999979999999
EWZ,iShares Inc iShares MSCI Brazil,0.5927000005
VWO,Vanguard FTSE Emerging Markets ,0.58900002
ECL,Ecolab Inc,0.588300005
OKE,ONEOK Inc,0.5779000099999999
SLB,Schlumberger Ltd,0.567599996
HON,Honeywell International Inc,0.5666999979999999
ACN,Accenture PLC Class A,0.5621999945
DAI.DE,Daimler AG,0.5611000060000001
LMBS,First Trust Low Duration Opport,0.55929999
RTX,Raytheon Technologies Corp,0.557900001
ROKU,Roku Inc Class A,0.553300001
EMLC,VanEck J. P. Morgan EM Local Cu,0.5526000099999999
VCIT,Vanguard Intermediate-Term Corp,0.551199997
AWK,American Water Works Co Inc,0.5504
IDXX,IDEXX Laboratories Inc,0.5499000012
FCX,Freeport-McMoRan Inc,0.5437999915
SEDG,SolarEdge Technologies Inc,0.5434999973
XLB,Materials Select Sector SPDR,0.5433000099999999
XLC,The Communication Services Sele,0.542600005
EXC,Exelon Corp,0.541999997
GDXJ.IR,VanEck Vectorsâ¢ Junior Gold Miners ETF,0.5394
CGBU21.TO,10 Year Government of Canada Bond Future Sept 21,0.5386
FXD,First Trust Cons. Discret. Alph,0.53789999
FTXR,First Trust Nasdaq Transportati,0.5374
WEED.TO,Canopy Growth Corp,0.535000004
FGBLU21.DE,Euro Bund Future Sept 21,0.5346
ESGD,iShares ESG Aware MSCI EAFE ETF,0.5326000000000001
RY.TO,Royal Bank of Canada,0.5314000026999999
BA,Boeing Co,0.527700002
ENEL.MI,Enel SpA,0.524200005
LNG,Cheniere Energy Inc,0.521699998
AMAT,Applied Materials Inc,0.521200001
QTEC,First Trust NASDAQ-100-Technolo,0.5209999999999999
SRE,Sempra Energy,0.5174000019999999
IMCG,iShares Morningstar Mid-Cap Gro,0.5159
ET,Energy Transfer LP,0.515400007
MO,Altria Group Inc,0.5122999955
PFF,iShares Preferred and Income Se,0.5094000000000001
AVB,AvalonBay Communities Inc,0.5072999950000001
FXL,First Trust Technology AlphaDEX,0.506700005
CTVA,Corteva Inc,0.5052000000000001
SNAP,Snap Inc Class A,0.504400002
BRNM0.L,Brent Crude Future Apr 20,0.5044
CLF2,Crude Oil Dec21,0.50049996
VWS,Vestas Wind Systems A/S,0.5002999969999999
02318,Ping An Insurance (Group) Co. of China Ltd Class H,0.5001000015
TWLO,Twilio Inc A,0.498700003
NFRA,FlexShares STOXX Global Broad I,0.4936
MTUM,iShares MSCI USA Momentum Facto,0.4932
IBE.BC,Iberdrola SA,0.49310000099999995
SO,Southern Co,0.48879999799999996
NTR.TO,Nutrien Ltd,0.4883999969999999
XLE,SPDR Select Sector Fund - Energ,0.488300005
CVS,CVS Health Corp,0.4832999928
ISCG,iShares Morningstar Small-Cap G,0.4825
D05.SI,DBS Group Holdings Ltd,0.482099995
RBK0,RBOB Gasoline Future Apr 20,0.482
PDD,Pinduoduo Inc ADR,0.48030000400000006
SHW,Sherwin-Williams Co,0.47729999900000003
BAS.DE,Basf SE,0.4764000029999999
REGN,Regeneron Pharmaceuticals Inc,0.47339999200000005
BKLN,Invesco Senior Loan ETF,0.4691
FDX,FedEx Corp,0.468400013
D,Dominion Energy Inc,0.46659999999999996
PEG,Public Service Enterprise Group Inc,0.464400008
SJNK,SPDR Bloomberg Barclays Short T,0.46390001000000003
TTE.PA,TotalEnergies SE,0.4626000045
DOCU,DocuSign Inc,0.4626000013
COF,Capital One Financial Corp,0.4625000094000001
BAB,Invesco Taxable Municipal Bond ,0.46029999
GME,GameStop Corp Class A,0.45990000600000003
EWY,iShares Inc iShares MSCI South ,0.45919997999999995
OR.PA,L'Oreal SA,0.4587999995
BMY,Bristol-Myers Squibb Company,0.4574
BIIB,Biogen Inc,0.4562000023000001
VEA,Vanguard FTSE Developed Markets,0.4555
ZTM21,2 Year Treasury Note Future June 21,0.45520000000000005
HGK0,Copper Future May 20,0.45360002
RSX,VanEck Russia ETF,0.4518
EEM,iShares MSCI Emerging Index Fun,0.449
ZS,Zscaler Inc,0.446600004
ADI,Analog Devices Inc,0.44609999599999994
LMT,Lockheed Martin Corp,0.44560000000000005
MRVL,Marvell Technology Inc,0.4450000089
TWTR,Twitter Inc,0.44419999779999997
GVMXX,State Street Instl US Govt MMkt Premier,0.44410000099999997
TCS.BO,Tata Consultancy Services Ltd,0.4425000030000001
CWB,SPDR Bloomberg Barclays Convert,0.442500003
FRGXX,FidelityÂ® Inv MM Fds Government Instl,0.440399996
ATVI,Activision Blizzard Inc,0.440100002
DPW.DE,Deutsche Post AG,0.4393999990000001
MCD,McDonald's Corp,0.43920000090000005
ILF,iShares Latin America 40 ETF,0.4386
MPC,Marathon Petroleum Corp,0.43630000100000005
ILMN,Illumina Inc,0.436300001
VALE.SA,Vale SA ADR,0.433699988
ABT,Abbott Laboratories,0.431600004
000858,Wuliangye Yibin Co Ltd,0.43150000400000005
IYR,iShares U.S. Real Estate ETF,0.42889999599999995
EMDU21,E-mini S&P MidCap 400 Future Sept 21,0.42819997800000004
A,Agilent Technologies Inc,0.42740000450000004
ADYEN,Adyen NV,0.4262
ABX.TO,Barrick Gold Corp,0.42609999
BAYN.DE,Bayer AG,0.42220000450000006
SHYG,iShares 0-5 Year High Yield Cor,0.4212
PLUG,Plug Power Inc,0.420700005
IP,International Paper Co,0.420500001
GDXJ,VanEck Junior Gold Miners ETF,0.41990003
SPOT,Spotify Technology SA,0.41939998999999994
XEL,Xcel Energy Inc,0.419000004
DOW,Dow Inc,0.41770000879999997
MISXX,Morgan Stanley Instl Lqudty Trs Instl,0.41699999990000003
DTE.DE,Deutsche Telekom AG,0.41600000149999994
PXD,Pioneer Natural Resources Co,0.41550000400000003
OXY,Occidental Petroleum Corp,0.4154
6758,Sony Group Corp,0.4149999995000001
MMM,3M Co,0.413999995
FNV.TO,Franco-Nevada Corp,0.41389999999999993
GD,General Dynamics Corp,0.4082000015
SPG,Simon Property Group Inc,0.403999997
DCP,DCP Midstream LP,0.403700005
TD.TO,The Toronto-Dominion Bank,0.402899996
GRWG,GrowGeneration Corp,0.401500006
PAAS.TO,Pan American Silver Corp,0.401
TNU21,Ultra 10 Year US Treasury Note Future Sept 21,0.40049999999999997
MS,Morgan Stanley,0.39720000499999997
IUSB,iShares Core Total USD Bond Mar,0.39590002
SYLD,Cambria Shareholder Yield ETF,0.39239999999999997
AXP,American Express Co,0.3908999885
ZTS,Zoetis Inc Class A,0.39070000000000005
CCO.TO,Cameco Corp,0.389
KAP,National Atomic Co Kazatomprom JSC ADR,0.38859999
VOE,Vanguard Mid-Cap Value ETF,0.38839999000000003
DHI,D.R. Horton Inc,0.388200003
HYLS,First Trust Tactical High Yield,0.38780000000000003
GM,General Motors Co,0.38769999949999995
MPLX,MPLX LP Partnership Units,0.38650000700000003
SPIB,SPDR Portfolio Intermediate Ter,0.38549999
VCLT,Vanguard Long-Term Corporate Bo,0.38439998
BBCA,JPMorgan BetaBuilders Canada ET,0.3824
SBAC,SBA Communications Corp,0.37970000800000003
ASHX,Xtrackers MSCI China A Inclusio,0.3796
MDT,Medtronic PLC,0.37819999699999995
BATS.L,British American Tobacco PLC,0.377299998
GUNR,FlexShares Global Upstream Natu,0.3754
SPLB,SPDR Portfolio Long Term Corpor,0.37370001
PSX,Phillips 66,0.373000005
ASHR,Xtrackers Harvest CSI 300 China,0.3726
GLOB,Globant SA,0.37139999999999995
IEMG,iShares Core MSCI Emerging Mark,0.37109999699999996
MDLZ,Mondelez International Inc Class A,0.37080000180000006
CBA.AX,Commonwealth Bank of Australia,0.37069999950000004
ABBN,ABB Ltd,0.367399996
6861,Keyence Corp,0.36380000020000003
RUN,Sunrun Inc,0.36179999999999995
AEP,American Electric Power Co Inc,0.359099995
QQQJ,Invesco NASDAQ Next Gen 100 ETF,0.35849997
LRCX,Lam Research Corp,0.35829999500000004
TIP,iShares TIPS Bond ETF,0.3571
CLTL,Invesco Treasury Collateral ETF,0.3561
SBER,Sberbank of Russia PJSC ADR,0.35429999700000003
IEI,iShares 3-7 Year Treasury Bond ,0.354099995
NSC,Norfolk Southern Corp,0.353199999
PSMD,Pacer Swan SOS Moderate (Decemb,0.35209998
MLN,VanEck ETF Trust VanEck Long Mu,0.3499
BAR,GraniteShares Gold Trust,0.3478
OKTA,Okta Inc A,0.345600003
SHV,iShares Short Treasury Bond ETF,0.345400014
TTTXX,BlackRock Liquidity Treasury Instl,0.34459999999999996
KR,The Kroger Co,0.343200001
NOC,Northrop Grumman Corp,0.33789999849999997
IXUS,iShares Core MSCI Total Interna,0.3375
NUE,Nucor Corp,0.33740000099999995
NEA,Nuveen AMT-Free Quality Muni Inc,0.3365
NLY,Annaly Capital Management Inc,0.33620000000000005
ICICIBANK.,ICICI Bank Ltd,0.3315
HL,Hecla Mining Co,0.331299997
MMP,Magellan Midstream Partners LP,0.329600004
HYS,PIMCO 0-5 Year High Yield Corpo,0.32930002
PNC,PNC Financial Services Group Inc,0.32930000550000005
VFF.TO,Village Farms International Inc,0.3287
XYL,Xylem Inc,0.3278
LEN,Lennar Corp,0.3273
BLK,BlackRock Inc,0.32629999899999995
VGT,Vanguard Information Tech ETF,0.3261
SM,SM Energy Co,0.324800003
VTR,Ventas Inc,0.3244
006400.KS,Samsung SDI Co Ltd,0.322799994
KSU,Kansas City Southern,0.3218
INTU,Intuit Inc,0.320900006
500696.BO,Hindustan Unilever Ltd,0.32089999799999996
VER,Verbund AG,0.31920000000000004
IUS,Invesco RAFI Strategic US ETF,0.318900002
NTLA,Intellia Therapeutics Inc,0.3182000055000001
PFFD,Global X U.S. Preferred ETF,0.317599994
RPG,Invesco S&P 500 Pure Growth ETF,0.316599995
AMXL.MX,America Movil SAB de CV Class L,0.3164000095
HPQ,HP Inc,0.315600001
HYD,VanEck ETF Trust VanEck High Yi,0.3151
EQR,Equity Residential,0.311200004
LHX,L3Harris Technologies Inc,0.311099999
FANG,Diamondback Energy Inc,0.30910000100000007
MSTR,MicroStrategy Inc Class A,0.3087999994000001
TMUS,T-Mobile US Inc,0.3087999975
01211,BYD Co Ltd Class H,0.30870000400000003
ZM,Zoom Video Communications Inc,0.307399999
ZBM21,US Treasury Bond Future June 21,0.307
APD,Air Products & Chemicals Inc,0.3068
IIPR,Innovative Industrial Properties Inc Registered Shs,0.30630000599999996
FMG.AX,Fortescue Metals Group Ltd,0.30630000030000004
TRMB,Trimble Inc,0.30589999999999995
BP..L,BP PLC,0.30570000649999995
DGE.L,Diageo PLC,0.30380000450000005
SDIV,Global X SuperDividend ETF,0.3034
SPMB,SPDR Portfolio Mortgage Backed ,0.3033
MDY,SPDR MidCap Trust Series I,0.3024
MBB,iShares MBS ETF,0.302299995
VRTX,Vertex Pharmaceuticals Inc,0.30119999700000005
IMOM,Alpha Architect International Q,0.3001
SCHQ,Schwab Long-Term U.S. Treasury ,0.29950002
TECH,Bio-Techne Corp,0.2993
NOW,ServiceNow Inc,0.299100001
SKOR,FlexShares Credit-Scored US Cor,0.2991
AGZ,iShares  Agency Bond ETF,0.2991
SU.PA,Schneider Electric SE,0.29880000100000004
MU,Micron Technology Inc,0.29830000100000004
PLW,Invesco 1-30 Laddered Treasury ,0.295599996
ITM,VanEck ETF Trust VanEck Interme,0.2934
EXR,Extra Space Storage Inc,0.293200002
PPL.TO,Pembina Pipeline Corp,0.293200001
O39.SI,Oversea-Chinese Banking Corp Ltd,0.291399994
FR.TO,First Majestic Silver Corp,0.290200004
9434,SoftBank Corp,0.289700002
AMC,AMC Entertainment Holdings Inc Class A,0.28960000420000004
CHTR,Charter Communications Inc A,0.28700000000000003
RDSA.L,Royal Dutch Shell PLC Class A,0.286599996
601012,LONGi Green Energy Technology Co Ltd Class A,0.286300001
PHB,Invesco Fundamental High Yield ,0.285300006
IWO,iShares Russell 2000 Growth ETF,0.285000013
00916,China Longyuan Power Group Corp Ltd Class H,0.2849999998
VAMO,Cambria ETF Trust Cambria Value,0.2845
SNDL.TO,Sundial Growers Inc Ordinary Shares,0.2845
ARCC,Ares Capital Corp,0.284099989
00388.HK,Hong Kong Exchanges and Clearing Ltd,0.283700001
CARR,Carrier Global Corp Ordinary Shares,0.28340000200000004
00968,Xinyi Solar Holdings Ltd,0.2804
IAU,iShares Gold Trust Shares of th,0.280199997
HUBS,HubSpot Inc,0.280099998
ADS.DE,adidas AG,0.279899992
EWW,iShares Inc iShares MSCI Mexico,0.2798
NBK,National Bank of Kuwait SAK,0.2795999905
ACB.TO,Aurora Cannabis Inc,0.27820000500000003
FSLR,First Solar Inc,0.277900001
CRL,Charles River Laboratories International Inc,0.27760000100000004
DDD,3D Systems Corp,0.277099994
PHM,PulteGroup Inc,0.27660000300000004
WBA,Walgreens Boots Alliance Inc,0.2766000006
600036,China Merchants Bank Co Ltd,0.27580000400000004
NAD,Nuveen Quality Muni Income Fund,0.2752
VVR,Invesco Senior Income Trust,0.2749
IVAL,Alpha Architect International Q,0.2749
GE,General Electric Co,0.272499997
AGNC,AGNC Investment Corp,0.27159999949999997
PAA,Plains All American Pipeline LP,0.2705
XPEV,XPeng Inc ADR,0.270000003
DDOG,Datadog Inc Class A,0.268999998
9984,SoftBank Group Corp,0.268499999
HDFCBANK.B,HDFC Bank Ltd,0.267299996
DTRXX,Dreyfus Treasury Obligations Csh Mgt Ins,0.26700002
GII,SPDR S&P Global Infrastructure ,0.266700002
2317.TW,Hon Hai Precision Industry Co Ltd,0.26580000099999995
WES,Western Midstream Partners LP,0.26540000599999997
FVRR,Fiverr International Ltd,0.264800002
CSL.AX,CSL Ltd,0.2646000005
JCI,Johnson Controls International PLC,0.26439999999999997
MFSM21,MSCI EAFE Index Future June 21,0.2636
JTSXX,JPMorgan 100% US Tr Sec MM Inst,0.26329999000000004
SLYV,SPDR S&P 600 Small Cap Value ET,0.2629
BNTX.DE,BioNTech SE ADR,0.2628
ORSTED,Orsted A/S,0.2627
EYLD,Cambria ETF Trust Cambria Emerg,0.2626
DGL,Invesco DB Gold Fund,0.262200004
CRSP,CRISPR Therapeutics AG,0.26129999639999996
ISRG,Intuitive Surgical Inc,0.26120000200000004
COIN,Coinbase Global Inc Ordinary Shares - Class A,0.26059999899999997
AXON,Axon Enterprise Inc,0.25900000300000003
MRO,Marathon Oil Corp,0.258600004
ESGE,iShares ESG Aware MSCI EM ETF,0.257199991
VPL,Vanguard FTSE Pacific ETF,0.2571
CLOU,Global X Cloud Computing ETF,0.256999995
00823.HK,Link Real Estate Investment Trust,0.25610000099999997
EXPD,Expeditors International of Washington Inc,0.25590000030000004
CORN,Teucrium Corn Fund ETV,0.2559
WY,Weyerhaeuser Co,0.255300004
FFEB,FT Cboe Vest U.S. Equity Buffer,0.2547
HAL,Halliburton Co,0.25429999999999997
WM,Waste Management Inc,0.2542000021
FSK,FS KKR Capital Corp,0.2541
FINX,Global X FinTech ETF,0.2536
CIM,Chimera Investment Corp,0.253300001
SOYB,Teucrium Soybean Fund ETV,0.253
DAL,Delta Air Lines Inc,0.2529
PNR,Pentair PLC,0.252700002
HDG,ProShares Hedge Replication ETF,0.2518
QMOM,Alpha Architect U.S. Quantitati,0.251699987
CNR.TO,Canadian National Railway Co,0.2516
02382,Sunny Optical Technology (Group) Co Ltd,0.2514
GAZP,Gazprom PJSC,0.250899998
FNOV,FT Cboe Vest U.S. Equity Buffer,0.2508
DRE,Duke Realty Corp,0.249500001
ZLAB,Zai Lab Ltd ADR Repr 1 Shs,0.24950000000000003
FAUG,FT Cboe Vest U.S. Equity Buffer,0.2492
GRMN,Garmin Ltd,0.24900000500000002
VRIG,Invesco Variable Rate Investmen,0.2485
LUV,Southwest Airlines Co,0.247900007
CMG,Chipotle Mexican Grill Inc,0.2476999943
HSBA.L,HSBC Holdings PLC,0.24750000000000003
CANE,Teucrium Sugar Fund ETV,0.2473
SWKS,Skyworks Solutions Inc,0.24709999900000001
WES.AX,Wesfarmers Ltd,0.2467999973
BBRI,Bank Rakyat Indonesia (Persero) Tbk Class B,0.246700004
BNS.TO,Bank of Nova Scotia,0.24660000699999998
GNR,SPDR S&P Global Natural Resourc,0.24610001
ESM21,E-mini S&P 500 Future June 21,0.24540001
000660.KS,SK Hynix Inc,0.2454000003
FMAY,FT Cboe Vest U.S. Equity Buffer,0.24530001
SCHW,Charles Schwab Corp,0.24520000700000003
WEAT,Teucrium Wheat Fund ETV,0.24360001
TSN,Tyson Foods Inc Class A,0.2433
WAT,Waters Corp,0.242999993
MSI,Motorola Solutions Inc,0.2428000007
BGB,Blackstone Strategic Credit Fund,0.242699992
O,Realty Income Corp,0.24180000299999999
7974,Nintendo Co Ltd,0.24150000000000002
GEBN,Geberit AG,0.241400002
NVR,NVR Inc,0.24090001100000002
VUG,Vanguard Growth ETF,0.240399999
TDOC,Teladoc Health Inc,0.24010000400000003
ALL,Allstate Corp,0.2396999997
XHB,SPDR Series Trust SPDR Homebuil,0.23969999
SBUX,Starbucks Corp,0.23950000200000005
ALXN,Alexion Pharmaceuticals Inc,0.2394
IBDO,iShares iBonds Dec 2023 Term Co,0.2394
TTD,The Trade Desk Inc A,0.23910000380000002
MCO,Moody's Corporation,0.2381
PETR4.SA,Petroleo Brasileiro SA Petrobras Participating Preferred,0.237700004
FAB,First Trust Multi Cap Value Alp,0.23759999999999998
KFH,Kuwait Finance House KSC,0.23709999899999998
EDP,EDP - Energias de Portugal SA,0.23629999
RGLD,Royal Gold Inc,0.23609999999999998
AVGOP,Broadcom Inc Broadcom Inc 8 % Mandatory Convertible Preferred Stock Ser A,0.235500005
TRGP,Targa Resources Corp,0.23520000200000002
DVN,Devon Energy Corp,0.233600002
BIL,SPDR Bloomberg Barclays 1-3 Mon,0.2331
BKNG,Booking Holdings Inc,0.232799999
CAT,Caterpillar Inc,0.232799998
ALB,Albemarle Corp,0.232200001
PANW,Palo Alto Networks Inc,0.23189999699999997
GFNORTEO.M,Grupo Financiero Banorte SAB de CV Class O,0.231799999
PKI,PerkinElmer Inc,0.231399999
BGNE,BeiGene Ltd ADR,0.231399996
POLY,Polymetal International PLC,0.22960000800000002
