Symbol,Name,SumWeights
NFLX,Netflix Inc,0.8438999909999999
CMCSA,Comcast Corp Class A,0.8312999985
PSA,Public Storage,0.828700005
ANGL,VanEck Fallen Angel High Yield ,0.8248
LLY,Eli Lilly and Co,0.8241000005000001
TSM.TW,Taiwan Semiconductor Manufacturing Co Ltd ADR,0.821199993
XLI,SPDR Select Sector Fund - Indus,0.811900004
00939,China Construction Bank Corp Class H,0.8081999971
ENPH,Enphase Energy Inc,0.807200009
EFAV,iShares MSCI EAFE Min Vol Facto,0.7975
TRP.TO,TC Energy Corp,0.793899997
RELIANCE.B,Reliance Industries Ltd Shs Dematerialised,0.7926999975000002
IEFA,iShares Core MSCI EAFE ETF,0.7910999970000001
VGK,Vanguard FTSEEuropean ETF,0.778399998
CRM,Salesforce.com Inc,0.7761999869999999
LIN.L,Linde PLC,0.7732999959999999
GDX,VanEck Vectors Gold Miners ETF,0.75739996
WMB,Williams Companies Inc,0.756700003
IWN,iShares Russell 2000 Value ETF,0.7547
ULTR,IQ Ultra Short Duration ETF,0.7539999949999999
BHP.AX,BHP Group Ltd ADR,0.7515999979999999
DHR,Danaher Corp,0.749800018
XLV,SPDR Select Sector Fund - Healt,0.7487999949999999
IBM,International Business Machines Corp,0.7484999905
KMI,Kinder Morgan Inc Class P,0.744099988
PEP,PepsiCo Inc,0.7368000071999998
SIE.DE,Siemens AG,0.7321000065000001
600519,Kweichow Moutai Co Ltd,0.731800004
TLRY.TO,Aphria Inc,0.731200016
SE.SI,Sea Ltd ADR,0.7250999970000002
EOG,EOG Resources Inc,0.718900008
EPD,Enterprise Products Partners LP,0.714300001
FTNT,Fortinet Inc,0.7039000004999999
BNDX,Vanguard Total International Bo,0.7034
MELI.SA,MercadoLibre Inc,0.7009
KO,Coca-Cola Co,0.6976999889999999
01299.HK,AIA Group Ltd,0.6972000008999999
MRNA,Moderna Inc,0.6891999962999998
FXR,First Trust Industrials AlphaDE,0.6829999999999999
XLP,SPDR Select Sector Fund - Consu,0.677500004
ALV.DE,Allianz SE,0.6764999905000001
NTES,NetEase Inc ADR,0.667400001
DE,Deere & Co,0.6663000045
300750,Contemporary Amperex Technology Co Ltd Class A,0.6565999960000001
GLDM,SPDR Gold MiniShares Trust,0.65559995
NPN.JO,Naspers Ltd Class N,0.6541999980000001
WELL,Welltower Inc,0.651800003
NET,Cloudflare Inc,0.6508000028
GS,Goldman Sachs Group Inc,0.6496000025000002
02269,WuXi Biologics (Cayman) Inc Registered Shs Unitary 144A/Reg S,0.649599995
WPM.TO,Wheaton Precious Metals Corp,0.647699997
AZN.L,AstraZeneca PLC ADR,0.6476999941999999
DLR,Digital Realty Trust Inc,0.6475000030000001
AMD,Advanced Micro Devices Inc,0.644299996
SRLN,SPDR Blackstone Senior Loan ETF,0.63780001
GSK.L,GlaxoSmithKline PLC,0.6337999945
KWEB,KraneShares Trust KraneShares C,0.6267
ORCL,Oracle Corp,0.6250999969999999
CVS,CVS Health Corp,0.6235999928
SEDG,SolarEdge Technologies Inc,0.6230999969
RTX,Raytheon Technologies Corp,0.619000001
SIF22,Silver Future Jan 22,0.61560001
C,Citigroup Inc,0.611699997
BOTZ,Global X Robotics & Artificial ,0.61130003
BA,Boeing Co,0.6087000020000001
SNAP,Snap Inc Class A,0.6083000010000001
EBAY,eBay Inc,0.6038000016
GILD,Gilead Sciences Inc,0.602699988
HDFC.BO,Housing Development Finance Corp Ltd,0.6005999995
COST,Costco Wholesale Corp,0.5996000047
ZTU21,2 Year Treasury Note Future Sept 21,0.5991000099999999
FXI,iShares China Large-Cap ETF,0.59790003
INDA,Ishares MSCI India ETF,0.595899977
PDBC,Invesco Optimum Yield Diversifi,0.5932999979999999
EWZ,iShares Inc iShares MSCI Brazil,0.5927000005
VWO,Vanguard FTSE Emerging Markets ,0.58900002
BILI,Bilibili Inc ADR,0.586299996
ADM,Archer-Daniels Midland Co,0.581900004
MRVL,Marvell Technology Inc,0.5789000095
OKE,ONEOK Inc,0.5779000099999999
IDXX,IDEXX Laboratories Inc,0.5687000024000001
UNP,Union Pacific Corp,0.567800001
AMGN,Amgen Inc,0.561900004
SAN.PA,Sanofi SA,0.5609000009999999
LMBS,First Trust Low Duration Opport,0.55929999
UPS,United Parcel Service Inc Class B,0.5592000024999998
SLB,Schlumberger Ltd,0.558599999
EMLC,VanEck J. P. Morgan EM Local Cu,0.5526000099999999
VCIT,Vanguard Intermediate-Term Corp,0.551199997
AWK,American Water Works Co Inc,0.5504
XLB,Materials Select Sector SPDR,0.5433000099999999
XLC,The Communication Services Sele,0.542600005
GDXJ.IR,VanEck Vectorsâ¢ Junior Gold Miners ETF,0.5394
CGBU21.TO,10 Year Government of Canada Bond Future Sept 21,0.5386
ACN,Accenture PLC Class A,0.5382999945
FXD,First Trust Cons. Discret. Alph,0.53789999
FTXR,First Trust Nasdaq Transportati,0.5374
WEED.TO,Canopy Growth Corp,0.535000004
FGBLU21.DE,Euro Bund Future Sept 21,0.5346
ECL,Ecolab Inc,0.534100005
ESGD,iShares ESG Aware MSCI EAFE ETF,0.5326000000000001
LOW,Lowe's Companies Inc,0.5314000010000001
ENEL.MI,Enel SpA,0.524200005
LNG,Cheniere Energy Inc,0.521699998
QTEC,First Trust NASDAQ-100-Technolo,0.5209999999999999
DUK,Duke Energy Corp,0.518999995
IMCG,iShares Morningstar Mid-Cap Gro,0.5159
ET,Energy Transfer LP,0.515400007
DAI.DE,Daimler AG,0.513500006
PFF,iShares Preferred and Income Se,0.5094000000000001
AVB,AvalonBay Communities Inc,0.5072999950000001
FXL,First Trust Technology AlphaDEX,0.506700005
TWLO,Twilio Inc A,0.5060000029999999
BRNM0.L,Brent Crude Future Apr 20,0.5044
BMY,Bristol-Myers Squibb Company,0.5035
CLF2,Crude Oil Dec21,0.50049996
VWS,Vestas Wind Systems A/S,0.5002999969999999
02318,Ping An Insurance (Group) Co. of China Ltd Class H,0.5001000015
NFRA,FlexShares STOXX Global Broad I,0.4936
MTUM,iShares MSCI USA Momentum Facto,0.4932
TWTR,Twitter Inc,0.490499998
NTR.TO,Nutrien Ltd,0.4883999969999999
XLE,SPDR Select Sector Fund - Energ,0.488300005
ISCG,iShares Morningstar Small-Cap G,0.4825
RBK0,RBOB Gasoline Future Apr 20,0.482
DOCU,DocuSign Inc,0.4819000025
PDD,Pinduoduo Inc ADR,0.48030000400000006
GME,GameStop Corp Class A,0.4799000055
ZS,Zscaler Inc,0.478400004
MCD,McDonald's Corp,0.47500000290000005
CTVA,Corteva Inc,0.47370000000000007
SPOT,Spotify Technology SA,0.472999992
AMAT,Applied Materials Inc,0.47230000400000005
ROKU,Roku Inc Class A,0.4719000015
BKLN,Invesco Senior Loan ETF,0.4691
SJNK,SPDR Bloomberg Barclays Short T,0.46390001000000003
ABT,Abbott Laboratories,0.46270000399999994
COF,Capital One Financial Corp,0.4625000094000001
BAB,Invesco Taxable Municipal Bond ,0.46029999
EWY,iShares Inc iShares MSCI South ,0.45919997999999995
MO,Altria Group Inc,0.4589999985
VEA,Vanguard FTSE Developed Markets,0.4555
ZTM21,2 Year Treasury Note Future June 21,0.45520000000000005
HGK0,Copper Future May 20,0.45360002
RSX,VanEck Russia ETF,0.4518
FDX,FedEx Corp,0.451500012
EEM,iShares MSCI Emerging Index Fun,0.449
BAS.DE,Basf SE,0.4487999999999999
HON,Honeywell International Inc,0.448699996
RY.TO,Royal Bank of Canada,0.44800000269999996
MDT,Medtronic PLC,0.44619999699999996
ADI,Analog Devices Inc,0.44609999599999994
GVMXX,State Street Instl US Govt MMkt Premier,0.44410000099999997
TCS.BO,Tata Consultancy Services Ltd,0.4425000030000001
CWB,SPDR Bloomberg Barclays Convert,0.442500003
FCX,Freeport-McMoRan Inc,0.4415999945
ILMN,Illumina Inc,0.44100000599999994
FRGXX,FidelityÂ® Inv MM Fds Government Instl,0.440399996
ILF,iShares Latin America 40 ETF,0.4386
ZTS,Zoetis Inc Class A,0.4383
REGN,Regeneron Pharmaceuticals Inc,0.43769999200000004
VALE.SA,Vale SA ADR,0.433699988
000858,Wuliangye Yibin Co Ltd,0.43150000400000005
IYR,iShares U.S. Real Estate ETF,0.42889999599999995
EMDU21,E-mini S&P MidCap 400 Future Sept 21,0.42819997800000004
A,Agilent Technologies Inc,0.42730000450000005
ABX.TO,Barrick Gold Corp,0.42609999
ATVI,Activision Blizzard Inc,0.4233999989999999
MPC,Marathon Petroleum Corp,0.4217000010000001
SHYG,iShares 0-5 Year High Yield Cor,0.4212
IP,International Paper Co,0.420500001
GDXJ,VanEck Junior Gold Miners ETF,0.41990003
PLUG,Plug Power Inc,0.418500005
MISXX,Morgan Stanley Instl Lqudty Trs Instl,0.41699999990000003
BIIB,Biogen Inc,0.4158000023000001
OXY,Occidental Petroleum Corp,0.4154
FNV.TO,Franco-Nevada Corp,0.41389999999999993
SHW,Sherwin-Williams Co,0.408299999
GD,General Dynamics Corp,0.40419999850000005
SPG,Simon Property Group Inc,0.403999997
DCP,DCP Midstream LP,0.403700005
PXD,Pioneer Natural Resources Co,0.402800005
GRWG,GrowGeneration Corp,0.401500006
PAAS.TO,Pan American Silver Corp,0.401
TNU21,Ultra 10 Year US Treasury Note Future Sept 21,0.40049999999999997
LMT,Lockheed Martin Corp,0.4002000000000001
TTE.PA,TotalEnergies SE,0.3984000024999999
DPW.DE,Deutsche Post AG,0.3973999990000001
IUSB,iShares Core Total USD Bond Mar,0.39590002
SYLD,Cambria Shareholder Yield ETF,0.39239999999999997
CLTL,Invesco Treasury Collateral ETF,0.392299998
MS,Morgan Stanley,0.38990000399999997
CCO.TO,Cameco Corp,0.389
KAP,National Atomic Co Kazatomprom JSC ADR,0.38859999
SRE,Sempra Energy,0.38850000200000007
EXC,Exelon Corp,0.388499999
DHI,D.R. Horton Inc,0.388200003
HYLS,First Trust Tactical High Yield,0.38780000000000003
GM,General Motors Co,0.38769999949999995
AXP,American Express Co,0.3872999905
MPLX,MPLX LP Partnership Units,0.38650000700000003
SPIB,SPDR Portfolio Intermediate Ter,0.38549999
BAYN.DE,Bayer AG,0.3851000025
VCLT,Vanguard Long-Term Corporate Bo,0.38439998
BBCA,JPMorgan BetaBuilders Canada ET,0.3824
ZM,Zoom Video Communications Inc,0.38199999900000003
SBAC,SBA Communications Corp,0.37970000800000003
ASHX,Xtrackers MSCI China A Inclusio,0.3796
BATS.L,British American Tobacco PLC,0.37799999800000006
MSI,Motorola Solutions Inc,0.3754000009999999
GUNR,FlexShares Global Upstream Natu,0.3754
INTU,Intuit Inc,0.37520000600000003
ADYEN,Adyen NV,0.3741
SPLB,SPDR Portfolio Long Term Corpor,0.37370001
6758,Sony Group Corp,0.3730999985
ASHR,Xtrackers Harvest CSI 300 China,0.3726
DTE.DE,Deutsche Telekom AG,0.3722000015
GLOB,Globant SA,0.37139999999999995
IEMG,iShares Core MSCI Emerging Mark,0.37109999699999996
OR.PA,L'Oreal SA,0.36909999849999997
MMM,3M Co,0.359699995
RUN,Sunrun Inc,0.3595
QQQJ,Invesco NASDAQ Next Gen 100 ETF,0.35849997
PSX,Phillips 66,0.35820000100000005
FMG.AX,Fortescue Metals Group Ltd,0.3571000003
TIP,iShares TIPS Bond ETF,0.3571
DOW,Dow Inc,0.35540000879999994
PEG,Public Service Enterprise Group Inc,0.35510000399999997
SBER,Sberbank of Russia PJSC ADR,0.35429999700000003
IEI,iShares 3-7 Year Treasury Bond ,0.354099995
NSC,Norfolk Southern Corp,0.353199999
PSMD,Pacer Swan SOS Moderate (Decemb,0.35209998
MLN,VanEck ETF Trust VanEck Long Mu,0.3499
BAR,GraniteShares Gold Trust,0.3478
OKTA,Okta Inc A,0.345600003
SHV,iShares Short Treasury Bond ETF,0.345400014
TTTXX,BlackRock Liquidity Treasury Instl,0.34459999999999996
NOW,ServiceNow Inc,0.343100001
D,Dominion Energy Inc,0.340800002
IXUS,iShares Core MSCI Total Interna,0.3375
TD.TO,The Toronto-Dominion Bank,0.337199996
NEA,Nuveen AMT-Free Quality Muni Inc,0.3365
NLY,Annaly Capital Management Inc,0.33620000000000005
NOC,Northrop Grumman Corp,0.33469999549999996
ICICIBANK.,ICICI Bank Ltd,0.3315
HL,Hecla Mining Co,0.331299997
MMP,Magellan Midstream Partners LP,0.329600004
HYS,PIMCO 0-5 Year High Yield Corpo,0.32930002
PNC,PNC Financial Services Group Inc,0.32930000550000005
ABBN,ABB Ltd,0.328999998
NTLA,Intellia Therapeutics Inc,0.3289000050000001
VFF.TO,Village Farms International Inc,0.3287
XYL,Xylem Inc,0.3278
LEN,Lennar Corp,0.3273
VGT,Vanguard Information Tech ETF,0.3261
SM,SM Energy Co,0.324800003
VOE,Vanguard Mid-Cap Value ETF,0.32469999
VTR,Ventas Inc,0.3244
BLK,BlackRock Inc,0.322800001
KSU,Kansas City Southern,0.3218
500696.BO,Hindustan Unilever Ltd,0.32089999799999996
IUS,Invesco RAFI Strategic US ETF,0.318900002
PFFD,Global X U.S. Preferred ETF,0.317599994
6861,Keyence Corp,0.3171000002
RPG,Invesco S&P 500 Pure Growth ETF,0.316599995
HPQ,HP Inc,0.315600001
IBE.BC,Iberdrola SA,0.315400001
HYD,VanEck ETF Trust VanEck High Yi,0.3151
LHX,L3Harris Technologies Inc,0.31229999900000005
EQR,Equity Residential,0.311200004
TECH,Bio-Techne Corp,0.3107
FANG,Diamondback Energy Inc,0.30910000100000007
TMUS,T-Mobile US Inc,0.3087999975
01211,BYD Co Ltd Class H,0.30870000400000003
CHTR,Charter Communications Inc A,0.3078
ISRG,Intuitive Surgical Inc,0.307400002
ZBM21,US Treasury Bond Future June 21,0.307
MSTR,MicroStrategy Inc Class A,0.3067999994000001
IIPR,Innovative Industrial Properties Inc Registered Shs,0.30630000599999996
SO,Southern Co,0.30429999500000005
SDIV,Global X SuperDividend ETF,0.3034
SPMB,SPDR Portfolio Mortgage Backed ,0.3033
KR,The Kroger Co,0.30300000099999996
TRMB,Trimble Inc,0.30289999999999995
MDY,SPDR MidCap Trust Series I,0.3024
MBB,iShares MBS ETF,0.302299995
VRTX,Vertex Pharmaceuticals Inc,0.30119999700000005
IMOM,Alpha Architect International Q,0.3001
SCHQ,Schwab Long-Term U.S. Treasury ,0.29950002
SKOR,FlexShares Credit-Scored US Cor,0.2991
AGZ,iShares  Agency Bond ETF,0.2991
FVRR,Fiverr International Ltd,0.29809999899999995
ANTM,Anthem Inc,0.29799999860000004
FSLR,First Solar Inc,0.29640000099999997
PLW,Invesco 1-30 Laddered Treasury ,0.295599996
ITM,VanEck ETF Trust VanEck Interme,0.2934
EXR,Extra Space Storage Inc,0.293200002
PPL.TO,Pembina Pipeline Corp,0.293200001
NUE,Nucor Corp,0.29320000099999993
LRCX,Lam Research Corp,0.29049999500000007
FR.TO,First Majestic Silver Corp,0.290200004
9434,SoftBank Corp,0.289700002
006400.KS,Samsung SDI Co Ltd,0.289199994
XEL,Xcel Energy Inc,0.28860000399999997
MDLZ,Mondelez International Inc Class A,0.2870999998
601012,LONGi Green Energy Technology Co Ltd Class A,0.286300001
D05.SI,DBS Group Holdings Ltd,0.285499995
PHB,Invesco Fundamental High Yield ,0.285300006
IWO,iShares Russell 2000 Growth ETF,0.285000013
00916,China Longyuan Power Group Corp Ltd Class H,0.2849999998
VAMO,Cambria ETF Trust Cambria Value,0.2845
SNDL.TO,Sundial Growers Inc Ordinary Shares,0.2845
ARCC,Ares Capital Corp,0.284099989
00388.HK,Hong Kong Exchanges and Clearing Ltd,0.283700001
DDD,3D Systems Corp,0.28179999399999994
00968,Xinyi Solar Holdings Ltd,0.2804
IAU,iShares Gold Trust Shares of th,0.280199997
EWW,iShares Inc iShares MSCI Mexico,0.2798
WIX,Wix.com Ltd,0.27979999899999997
NBK,National Bank of Kuwait SAK,0.2795999905
NICE,NICE Ltd,0.27909999299999994
DNBH,DNB ASA,0.27889998800000004
SBUX,Starbucks Corp,0.278300001
CBA.AX,Commonwealth Bank of Australia,0.27829999950000006
ACB.TO,Aurora Cannabis Inc,0.27820000500000003
CRL,Charles River Laboratories International Inc,0.27760000100000004
WBA,Walgreens Boots Alliance Inc,0.2766000006
600036,China Merchants Bank Co Ltd,0.27580000400000004
NAD,Nuveen Quality Muni Income Fund,0.2752
VVR,Invesco Senior Income Trust,0.2749
IVAL,Alpha Architect International Q,0.2749
TDOC,Teladoc Health Inc,0.273500004
AGNC,AGNC Investment Corp,0.27159999949999997
PAA,Plains All American Pipeline LP,0.2705
XPEV,XPeng Inc ADR,0.270000003
BP..L,BP PLC,0.26960000650000004
DDOG,Datadog Inc Class A,0.268999998
HDFCBANK.B,HDFC Bank Ltd,0.267299996
DTRXX,Dreyfus Treasury Obligations Csh Mgt Ins,0.26700002
GII,SPDR S&P Global Infrastructure ,0.266700002
CARR,Carrier Global Corp Ordinary Shares,0.26650000100000004
WES,Western Midstream Partners LP,0.26540000599999997
TEL,TE Connectivity Ltd,0.264899992
MFSM21,MSCI EAFE Index Future June 21,0.2636
JTSXX,JPMorgan 100% US Tr Sec MM Inst,0.26329999000000004
SLYV,SPDR S&P 600 Small Cap Value ET,0.2629
BNTX.DE,BioNTech SE ADR,0.2628
ORSTED,Orsted A/S,0.2627
EYLD,Cambria ETF Trust Cambria Emerg,0.2626
DGL,Invesco DB Gold Fund,0.262200004
AMC,AMC Entertainment Holdings Inc Class A,0.26180000319999996
CRSP,CRISPR Therapeutics AG,0.26129999639999996
COIN,Coinbase Global Inc Ordinary Shares - Class A,0.26059999899999997
MRO,Marathon Oil Corp,0.258600004
EXPE,Expedia Group Inc,0.2575
ESGE,iShares ESG Aware MSCI EM ETF,0.257199991
VPL,Vanguard FTSE Pacific ETF,0.2571
CLOU,Global X Cloud Computing ETF,0.256999995
00823.HK,Link Real Estate Investment Trust,0.25610000099999997
EXPD,Expeditors International of Washington Inc,0.25590000030000004
CORN,Teucrium Corn Fund ETV,0.2559
WY,Weyerhaeuser Co,0.255300004
FFEB,FT Cboe Vest U.S. Equity Buffer,0.2547
HAL,Halliburton Co,0.25429999999999997
WM,Waste Management Inc,0.2542000021
FSK,FS KKR Capital Corp,0.2541
FINX,Global X FinTech ETF,0.2536
CIM,Chimera Investment Corp,0.253300001
RDSA.L,Royal Dutch Shell PLC Class A,0.253099996
SOYB,Teucrium Soybean Fund ETV,0.253
DAL,Delta Air Lines Inc,0.2529
PNR,Pentair PLC,0.252700002
HDG,ProShares Hedge Replication ETF,0.2518
QMOM,Alpha Architect U.S. Quantitati,0.251699987
02382,Sunny Optical Technology (Group) Co Ltd,0.2514
7974,Nintendo Co Ltd,0.250899999
GAZP,Gazprom PJSC,0.250899998
FNOV,FT Cboe Vest U.S. Equity Buffer,0.2508
PINS,Pinterest Inc,0.2505000009
DRE,Duke Realty Corp,0.249500001
ZLAB,Zai Lab Ltd ADR Repr 1 Shs,0.24950000000000003
FAUG,FT Cboe Vest U.S. Equity Buffer,0.2492
MU,Micron Technology Inc,0.24890000099999998
VRIG,Invesco Variable Rate Investmen,0.2485
EQNR,Equinor ASA,0.2484
LUV,Southwest Airlines Co,0.247900007
CANE,Teucrium Sugar Fund ETV,0.2473
SWKS,Skyworks Solutions Inc,0.24709999900000001
BBRI,Bank Rakyat Indonesia (Persero) Tbk Class B,0.246700004
9984,SoftBank Group Corp,0.246299999
GNR,SPDR S&P Global Natural Resourc,0.24610001
ESM21,E-mini S&P 500 Future June 21,0.24540001
FMAY,FT Cboe Vest U.S. Equity Buffer,0.24530001
WEAT,Teucrium Wheat Fund ETV,0.24360001
TSN,Tyson Foods Inc Class A,0.2433
CHKP,Check Point Software Technologies Ltd,0.243299997
BGB,Blackstone Strategic Credit Fund,0.242699992
NVCR,NovoCure Ltd,0.242000002
GEBN,Geberit AG,0.241400002
NVR,NVR Inc,0.24090001100000002
SU.PA,Schneider Electric SE,0.240600001
VUG,Vanguard Growth ETF,0.240399999
ALL,Allstate Corp,0.2396999997
XHB,SPDR Series Trust SPDR Homebuil,0.23969999
SCHW,Charles Schwab Corp,0.239600006
IBDO,iShares iBonds Dec 2023 Term Co,0.2394
APD,Air Products & Chemicals Inc,0.2394
TTD,The Trade Desk Inc A,0.2392000039
MCO,Moody's Corporation,0.2381
PETR4.SA,Petroleo Brasileiro SA Petrobras Participating Preferred,0.237700004
FAB,First Trust Multi Cap Value Alp,0.23759999999999998
KFH,Kuwait Finance House KSC,0.23709999899999998
EDP,EDP - Energias de Portugal SA,0.23629999
F,Ford Motor Co,0.23580000330000003
ADS.DE,adidas AG,0.23579999399999998
VIAC,ViacomCBS Inc Class B,0.23570000000000002
AVGOP,Broadcom Inc Broadcom Inc 8 % Mandatory Convertible Preferred Stock Ser A,0.235500005
DGE.L,Diageo PLC,0.2355000025
CMG,Chipotle Mexican Grill Inc,0.2354999943
TRGP,Targa Resources Corp,0.23520000200000002
GE,General Electric Co,0.23449999700000002
ALXN,Alexion Pharmaceuticals Inc,0.2337
DVN,Devon Energy Corp,0.233600002
BIL,SPDR Bloomberg Barclays 1-3 Mon,0.2331
LH,Laboratory Corp of America Holdings,0.232199994
PANW,Palo Alto Networks Inc,0.23189999699999997
PKI,PerkinElmer Inc,0.231399999
BGNE,BeiGene Ltd ADR,0.231399996
GRMN,Garmin Ltd,0.229700006
SI,Silvergate Capital Corp Class A,0.2296999985
POLY,Polymetal International PLC,0.22960000800000002
ALB,Albemarle Corp,0.229200001
USB,U.S. Bancorp,0.22889999900000002
OMFL,Invesco Exchange-Traded Self-In,0.22859999999999997
SSRM.TO,SSR Mining Inc,0.2278
SPGI,S&P Global Inc,0.2277
SHY,iShares 1-3 Year Treasury Bond ,0.22769998504
EQT,EQT Corp,0.22760000300000002
VLO,Valero Energy Corp,0.227600001
8035,Tokyo Electron Ltd,0.22710000199999997
BAP,Credicorp Ltd,0.22659999
HES,Hess Corp,0.226200005
